,row,col,T_SAND,T_SILT,T_CLAY,Soil texture,Root depth,Climate type,IGBP,Root type
3408,178,454,20.0,40.0,40.0,9.0,1.2054627298390415,Dfb,5,5.0
3409,178,455,20.0,40.0,40.0,9.0,0.6546308776669617,Dfb,5,5.0
3410,178,456,20.0,40.0,40.0,9.0,0.671396963454697,Dfb,5,5.0
3411,178,466,,,,4.0,0.8545052262150534,Dfb,5,5.0
3412,178,467,,,,4.0,1.6937514305333252,Dfb,5,5.0
3413,178,468,86.0,8.0,6.0,1.0,1.2359807736324342,Dfb,5,5.0
3414,178,469,86.0,8.0,6.0,1.0,1.2207217517357662,Dfb,5,5.0
3415,179,225,86.0,8.0,6.0,1.0,1.2359807736324342,Csb,1,4.0
3416,179,226,86.0,8.0,6.0,1.0,2.265964751659453,Csb,12,1.0
3417,179,227,,,,4.0,2.7229894119342943,Csb,12,1.0
3418,179,228,,,,4.0,1.0402244771666151,Csb,12,1.0
3419,179,229,,,,4.0,0.4730296787976158,Csb,12,1.0
3420,179,230,86.0,8.0,6.0,1.0,4.867627985046198,Csb,1,4.0
3421,179,234,37.0,46.0,17.0,4.0,2.9449912260624274,Csb,1,4.0
3422,179,235,35.0,54.0,11.0,3.0,3.6316472114137923,Csb,7,3.0
3423,179,236,86.0,8.0,6.0,1.0,3.1586175326161765,Csb,10,6.0
3424,179,237,86.0,8.0,6.0,1.0,2.990768291752545,Csb,10,6.0
3425,179,238,35.0,54.0,11.0,3.0,2.8076600289921885,BSk,7,3.0
3426,179,239,35.0,54.0,11.0,3.0,2.9144731822690346,BSk,10,6.0
3427,179,240,86.0,8.0,6.0,1.0,2.853437094682249,Csb,7,3.0
3428,179,241,86.0,8.0,6.0,1.0,3.341725795376533,Csb,7,3.0
3429,179,242,86.0,8.0,6.0,1.0,3.8223849851224827,Csb,1,4.0
3430,179,243,86.0,8.0,6.0,1.0,3.9826047150377804,Csb,1,4.0
3431,179,244,86.0,8.0,6.0,1.0,3.3951323720149844,Csb,10,6.0
3432,179,247,35.0,54.0,11.0,3.0,2.2430762188143945,Csb,1,4.0
3433,179,248,35.0,54.0,11.0,3.0,2.6855878538186175,Csb,10,6.0
3434,179,249,35.0,54.0,11.0,3.0,1.2207217517357662,Csb,1,4.0
3435,179,250,86.0,8.0,6.0,1.0,1.1139085984588633,Dsb,10,6.0
3436,179,251,86.0,8.0,6.0,1.0,1.1902037079423735,Dsb,1,4.0
3437,179,265,86.0,8.0,6.0,1.0,1.3122758831159445,Dfb,1,4.0
3438,179,266,,,,4.0,0.8545052262150534,BSk,1,4.0
3439,179,267,20.0,40.0,40.0,9.0,1.7853055619135034,BSk,10,6.0
3440,179,268,20.0,40.0,40.0,9.0,1.37331197070273,BSk,10,6.0
3441,179,269,20.0,40.0,40.0,9.0,1.6174563210498718,BSk,10,6.0
3442,179,270,76.0,16.0,8.0,2.0,1.9989318684672526,BSk,10,6.0
3443,179,271,20.0,40.0,40.0,9.0,1.2054627298390415,BSk,10,6.0
3444,179,272,20.0,40.0,40.0,9.0,1.2207217517357662,Dfb,1,4.0
3445,179,273,20.0,40.0,40.0,9.0,0.8545052262150534,Dfb,10,6.0
3446,179,280,76.0,16.0,8.0,2.0,0.5699414223104304,Dfc,10,6.0
3447,179,281,76.0,16.0,8.0,2.0,0.3509575036240449,Dfc,10,6.0
