,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,row,col,T_SAND,T_SILT,T_CLAY,Soil texture,Root depth,Climate type,IGBP,Root type,Vcmax25,C4frac,g1,lpx,psi50X,gpmax,C,bexp,bc,R2_VOD,R2_ET,N_VOD,N_ET,obsfilter,lcfilter
8248,8248,8248,8248,206,275,86.0,8.0,6.0,1.0,1.2207217517357662,BSk,7,3.0,54.0,0.0,0.07174368987253342,3.0721370303068345,8.677572298754445,6.0103451844322215,11.350606633882109,5.9608401352709635,0.687918980484204,0.0014101090315083997,-1.3759126657032792,846.0,83.0,1,0
8249,8249,8249,8249,206,276,86.0,8.0,6.0,1.0,0.3662165255207697,BSk,16,-1.0,54.0,0.0,5.134030824060831,2.998952771859062,6.178835940751932,5.113477878706938,8.598945645476569,4.594456670640515,0.6830179575349559,0.1512317825255145,-8.189219070020162,867.0,86.0,1,1
8250,8250,8250,8250,206,277,86.0,8.0,6.0,1.0,1.70901045243005,BSk,7,3.0,54.0,0.0,0.05837327657258015,2.6567220825072226,7.083748097829778,5.408592420219551,10.49193150285975,9.59639267100052,0.714453125898433,0.0010802095704105508,-1.204791853761619,927.0,82.0,1,0
8251,8251,8251,8251,206,278,86.0,8.0,6.0,1.0,1.2817578393225515,BSk,7,3.0,54.0,0.0,4.374355679258002,0.03972777701568603,0.2773540707652346,0.6964115032156,22.12452978749216,6.824793430078147,0.7439693140041924,-107.46204885159712,-2.200418202299211,897.0,81.0,1,0
8252,8252,8252,8252,206,279,86.0,8.0,6.0,1.0,1.022354467078685,BSk,7,3.0,54.0,0.0,2.1039051964165765,0.17203269199609686,1.3396052886055552,9.60047961149922,19.881292484891386,7.86157179414321,0.036399215204247624,0.0006449073429979357,-1.9321842421250688,900.0,82.0,1,0
8257,8257,8257,8257,206,284,86.0,8.0,6.0,1.0,2.059967956054038,BSk,7,3.0,54.0,0.17,1.786385897433787,6.179839428219398,10.848538300488705,8.052636862940506,8.856841282861446,3.8659060012847797,0.09851757047398486,0.10012191423176675,-0.44567988904347944,816.0,83.0,1,0
8273,8273,8273,8273,206,300,86.0,8.0,6.0,1.0,0.7171740291447577,BSk,10,6.0,62.2,0.55,2.836633354956935,2.54949821321711,8.334570499168537,4.68338999119823,14.28132144929312,7.1025753129146345,0.7383007200763191,0.11986414793208333,-2.432987016356299,894.0,84.0,1,0
8275,8275,8275,8275,206,302,86.0,8.0,6.0,1.0,0.5951018539711868,BSk,10,6.0,62.2,0.55,1.3898501983164042,1.6844410755095716,5.57155978796755,6.690735841849282,22.602401002280843,9.168247018845953,0.1596229633944452,0.10738243995480234,-1.191081438036992,891.0,91.0,1,0
8277,8277,8277,8277,206,304,86.0,8.0,6.0,1.0,0.5798428320745188,BSk,10,6.0,62.2,83.63,2.2916555444418707,1.7815252961804389,4.674585861412551,9.772683145111872,18.79316421307674,8.177897983709688,0.12468156542877404,0.13255302821031067,-2.1720071388095263,883.0,91.0,1,1
8278,8278,8278,8278,206,305,86.0,8.0,6.0,1.0,0.5951018539711868,BSk,10,6.0,62.2,83.63,3.388633525756881,3.9500504830149024,6.931575320996899,8.255942485375465,6.645271023004328,7.873140437133534,0.3599245475575459,0.18866019858337557,-0.68557527967681,863.0,93.0,1,1
8279,8279,8279,8279,206,306,86.0,8.0,6.0,1.0,0.7019150072480898,BSk,10,6.0,62.2,83.63,3.3326898337565787,4.2324137992836794,6.624565768605584,2.3563018828039435,3.9277554838932436,8.076897766749596,0.723699687657918,0.1040036910180494,-1.885099080370813,913.0,93.0,1,1
8280,8280,8280,8280,206,307,86.0,8.0,6.0,1.0,0.7629510948348752,BSk,10,6.0,62.2,83.63,9.314314459213751,12.866681684554596,14.308020982988234,2.6966022335138558,0.037200541884791945,4.857396684527392,0.13039303301808042,0.19387628790114686,-0.49314197915671687,878.0,90.0,1,1
8283,8283,8283,8283,206,310,86.0,8.0,6.0,1.0,1.022354467078685,BSk,10,6.0,62.2,43.87,2.0833742564248676,5.0500542044843835,7.971065317442846,4.472796365725657,0.9132748555070828,6.9253848304486345,0.02392391944855506,0.13657456989543038,-0.34186875389899396,904.0,91.0,1,1
8353,8353,8353,8353,206,380,86.0,8.0,6.0,1.0,4.5242999923705165,Cfa,4,5.0,55.0,32.85,1.8382812292692408,4.89580480100572,13.230692200574854,7.682245575283028,14.692054417105101,7.360462607750656,0.1636250768493042,0.39245450247142455,-0.37158045438280674,933.0,88.0,1,1
8354,8354,8354,8354,206,381,86.0,8.0,6.0,1.0,3.2806897077897474,Cfa,4,5.0,55.0,32.85,2.2853751696984377,3.4168897991890987,6.176421175885242,6.170783715769067,9.8501199054251,6.928161752779095,0.15864789668033216,0.35328852415245104,-0.38726804553002303,886.0,88.0,1,1
8377,8377,8377,8377,207,245,86.0,8.0,6.0,1.0,1.388570992599398,Csb,7,3.0,54.0,0.0,3.2971011962707153,0.12298490050875842,0.9546196753293241,0.12615033923350935,8.188079098358076,6.371878711743916,0.5203930888446225,0.14179518924310885,-0.7663645124833334,709.0,72.0,1,0
8378,8378,8378,8378,207,246,86.0,8.0,6.0,1.0,1.2436102845807966,BSk,16,-1.0,54.0,0.0,9.734474546963407,0.10249969890345302,1.067881465565375,0.10751579905862549,9.164918894170452,6.622130464518207,0.5379400636352946,0.36969279874601946,-1.2033069324629184,832.0,84.0,1,1
8379,8379,8379,8379,207,247,86.0,8.0,6.0,1.0,1.014724956130351,BSk,16,-1.0,54.0,0.0,9.216856887404857,0.038172841783193974,1.3193728749227842,0.5940713103673677,17.737800376254388,8.460524413990484,0.4366316344598324,-60.485977087227425,-7.362049499924272,864.0,87.0,1,1
8380,8380,8380,8380,207,248,86.0,8.0,6.0,1.0,1.1596856641489808,BWk,16,-1.0,54.0,0.0,9.879010092367858,0.03149436900358115,1.6687802951252897,0.5224041181482446,20.040661119679054,5.85266466569998,0.4892307271776817,-42.79635209173059,-9.678095510247525,874.0,90.0,1,1
8381,8381,8381,8381,207,249,86.0,8.0,6.0,1.0,1.2054627298390417,BWk,7,3.0,54.0,0.0,9.84083332865858,0.027602984995896133,2.0717658356748836,0.584140989462955,22.05503626067162,5.700825823582328,0.9465151571334691,-31.89615902026413,-5.389777852555414,839.0,89.0,1,0
8382,8382,8382,8382,207,250,86.0,8.0,6.0,1.0,1.4877546349279385,BWk,7,3.0,54.0,0.0,9.599036268538278,0.02712653995725787,0.10051583234930098,0.8621394412246672,22.904719906876856,4.664581160241164,0.40278124631223955,-31.44506478417521,-4.931933440274606,844.0,93.0,1,0
8383,8383,8383,8383,207,251,86.0,8.0,6.0,1.0,1.9455252918288293,BWk,7,3.0,54.0,0.0,9.713214019824267,0.0016934062483358226,7.387079617840814,0.19413820795143277,22.23684346612368,1.9252970253030857,0.7184578543985253,0.46520310379190855,-2.567702463058207,810.0,84.0,1,0
8384,8384,8384,8384,207,252,86.0,8.0,6.0,1.0,2.5024795910582607,BWk,7,3.0,54.0,0.0,0.22680684348172483,3.763053152202995,4.879074257043516,9.779330386606016,20.11922491673853,2.7641950624697427,0.1402582044505372,-50.34863477359731,-6.36297133639848,836.0,79.0,1,0
8385,8385,8385,8385,207,253,86.0,8.0,6.0,1.0,2.4719615472648684,BWk,7,3.0,54.0,0.0,1.7144421730291022,2.8216248464645055,7.672060989194169,2.404948023826753,22.498725794298007,1.9499561833664172,0.09908259224547235,-48.207799711694314,-1.2294065118628992,859.0,83.0,1,0
8386,8386,8386,8386,207,254,86.0,8.0,6.0,1.0,1.6632333867399325,BSk,7,3.0,54.0,0.0,9.35131871221795,0.030508401981278653,0.2919545046890814,0.789699089427537,22.523479848924875,9.477159458117853,0.8412725159159511,-48.53586336229827,-1.6455832888968316,843.0,81.0,1,0
8387,8387,8387,8387,207,255,86.0,8.0,6.0,1.0,1.2664988174258272,BSk,7,3.0,54.0,0.0,9.38484873345038,0.030425994651383185,0.21043590028618991,0.7355646418177869,22.91159601953525,4.870793883517207,0.9385162767469428,-45.24241329023444,-2.7751693916137348,849.0,86.0,1,0
8388,8388,8388,8388,207,256,86.0,8.0,6.0,1.0,1.579308766308117,BSk,7,3.0,54.0,0.0,5.61168754177084,0.03138100112850315,8.803163584130283,0.753061356875411,22.701784245087982,6.896279996190654,0.49829017022881766,-55.075197117282286,-0.7822253152131988,812.0,78.0,1,0
8389,8389,8389,8389,207,257,86.0,8.0,6.0,1.0,1.9836728465705848,BSk,7,3.0,54.0,0.0,0.4829298617704494,2.593754857064553,7.283348754798694,0.9163358997360167,5.799126254532745,4.376991589047202,0.1313074680325556,0.46731255208891165,-0.8270135414874227,752.0,73.0,1,0
8390,8390,8390,8390,207,258,86.0,8.0,6.0,1.0,2.9297322041657594,BSk,7,3.0,54.0,0.0,9.86058661762701,0.07224426237665336,0.14895743963798513,0.3251524974570591,22.424133168412773,1.5511557732633081,0.5505050819020736,0.4385569922686381,-1.2609739367545871,864.0,83.0,1,0
8391,8391,8391,8391,207,259,86.0,8.0,6.0,1.0,2.8229190508888564,BSk,7,3.0,54.0,0.0,1.5351708769351557,3.56695141532961,8.35677688440412,4.4274629960035226,22.83792560037134,8.474681667183214,0.4240295753666408,0.34369292691569153,-20.592170070632108,866.0,86.0,1,0
8392,8392,8392,8392,207,260,86.0,8.0,6.0,1.0,3.700312809948912,BSk,7,3.0,54.0,0.0,9.813459064343554,0.37211522501894323,0.6037836999224617,0.0749702509774553,4.154659618667432,1.6462358205718104,0.5008584438860468,0.455494833573425,-0.9866304297670705,892.0,86.0,1,0
8393,8393,8393,8393,207,261,86.0,8.0,6.0,1.0,4.0894178683146825,BSk,7,3.0,54.0,0.0,9.518928447084786,1.8838668328672208,2.6663774123223867,0.021130013127444634,1.6379814189167021,1.7067751749096396,0.22912615112919008,0.38607998013600786,-0.18771354683553976,833.0,81.0,1,0
8394,8394,8394,8394,207,262,86.0,8.0,6.0,1.0,4.730296787975932,BSk,7,3.0,54.0,0.0,3.160213485693642,0.5694599719369403,10.0480949277122,0.04498257417041794,9.972749526402698,9.76216921994104,0.24337993892115267,0.34525986308292744,-0.2975007061597954,764.0,76.0,1,0
8395,8395,8395,8395,207,263,86.0,8.0,6.0,1.0,4.043640802624567,BSk,1,4.0,71.1,0.0,0.744972328864572,3.971131843074344,8.465965221974082,0.7728270216453843,13.777283762968828,3.004673048483381,0.08827204035018618,0.4516064785766112,-0.23814402802481083,758.0,76.0,1,0
8396,8396,8396,8396,207,264,18.0,61.0,21.0,3.0,4.6540016784924205,BSk,10,6.0,62.2,0.01,0.2539391825388325,0.15636825167357982,0.4998368441775402,2.1134061810757516,3.8955036135288,2.505902969954938,0.13593929188255638,0.46586661623495007,-0.12759609277807593,761.0,75.0,1,0
8397,8397,8397,8397,207,265,18.0,61.0,21.0,3.0,5.119401846341674,BSk,7,3.0,54.0,0.01,0.4305521370404802,0.6592217197380588,1.722938983735658,6.678726861939685,18.298656893755552,9.922807752550115,0.19581211224215325,0.032180678582541034,-0.19165513386892874,809.0,76.0,1,0
8398,8398,8398,8398,207,266,86.0,8.0,6.0,1.0,3.2806897077897474,BSk,10,6.0,62.2,0.01,8.14840046713012,1.3592742710932089,1.7752336640749788,0.03142815160921095,3.4194325876766323,1.6492828981882899,0.5013591450835501,0.45581653573518144,-0.8349471451008994,853.0,80.0,1,0
8399,8399,8399,8399,207,267,41.0,36.0,23.0,4.0,3.631647211413792,BSk,10,6.0,62.2,0.01,6.557365579918808,0.03244326388896327,0.20267928712335273,0.24228602087843482,14.036019951356023,9.19234845237092,0.159531421407847,0.0901600413393534,-0.21948134323094126,844.0,81.0,1,0
8409,8409,8409,8409,207,277,86.0,8.0,6.0,1.0,1.8768596932936816,BSk,7,3.0,54.0,0.0,0.029305070783007328,5.655820462223003,14.428130385468277,3.591060942304885e-05,4.417086167716938,5.236123155105643,0.011331189409527317,-8.43769498715119e-15,-0.058464920363413775,891.0,84.0,1,0
8410,8410,8410,8410,207,278,86.0,8.0,6.0,1.0,1.1749446860456487,BSk,10,6.0,62.2,0.0,9.145645051030346,0.3293414830451154,2.077798795025555,0.06714430204136641,9.44077210268286,5.845721888479054,0.7025757414824756,0.0008408033690615602,-1.9758486228450716,909.0,86.0,1,1
8411,8411,8411,8411,207,279,86.0,8.0,6.0,1.0,1.1139085984588633,BSk,7,3.0,54.0,0.0,6.304249477820896,0.27549869425592005,1.7482050440180281,0.0779629215406375,12.236601029642884,5.883397325132055,0.43757696557970316,0.24365831568758767,-0.5248505021084908,896.0,86.0,1,0
8413,8413,8413,8413,207,281,86.0,8.0,6.0,1.0,1.464866102082908,BSk,7,3.0,54.0,0.0,6.952616121675122,2.9786109151254334,3.104225902918028,0.020657413290375,2.431614102037411,2.104873069034826,0.6609638008835883,0.2287467679819848,-1.2075538499776668,858.0,85.0,1,0
8415,8415,8415,8415,207,283,86.0,8.0,6.0,1.0,2.426184481574751,BSk,7,3.0,54.0,0.0,2.1849783720231093,7.896796826929866,12.080880242790592,6.451522486056014,4.329557837962191,3.794369974796481,0.09504450454070074,0.17183258500539123,-1.3607292602376182,792.0,78.0,1,0
8416,8416,8416,8416,207,284,86.0,8.0,6.0,1.0,2.2888532845045115,BSk,7,3.0,54.0,0.17,2.6757985492225096,4.8269538763782736,6.316761004790478,8.364949766090778,0.34194388958007105,3.796683958349567,0.0946352404055353,0.019015121049385297,-3.013761310323776,813.0,83.0,1,0
8432,8432,8432,8432,207,301,86.0,8.0,6.0,1.0,0.5798428320745188,BSk,10,6.0,62.2,0.55,4.284899905062497,10.905143413565595,14.341905493876823,3.344573651441852,1.7825580103520633,9.772465157405875,0.3786439029067903,0.16089936505933478,-0.02720265041489789,879.0,90.0,1,0
8433,8433,8433,8433,207,302,86.0,8.0,6.0,1.0,0.5951018539711868,BSk,10,6.0,62.2,0.55,4.383848346980131,2.124603187305901,7.816359872327316,3.7041954055933406,18.804185032724,7.340691963164,0.41697915102034233,0.13307728756882742,-2.7109762601536906,910.0,92.0,1,0
8434,8434,8434,8434,207,303,86.0,8.0,6.0,1.0,0.5951018539711868,BSk,10,6.0,62.2,0.55,3.7185215037170662,2.6536877376809547,5.282410166897756,4.668528991478793,13.072353489108846,6.9990161939972655,0.40750941253812323,0.04675982664693512,-2.5085426860969404,918.0,93.0,1,0
8447,8447,8447,8447,207,316,75.0,15.0,10.0,2.0,1.8005645838102282,BSk,12,1.0,54.0,31.09,0.6466816721837925,1.9425131610501587,10.080744573873979,0.17515306392004173,0.119619268212977,4.271485487989363,0.019074534938448892,0.20341295156071315,-0.06760663463901628,907.0,92.0,1,1
8519,8519,8519,8519,208,237,20.0,40.0,40.0,9.0,6.7597467002365175,Csa,9,9.0,54.0,1.31,0.5695781444801395,0.3631348993226403,0.6286669278246786,3.70022469546331,7.494322047919761,6.045502645551703,0.7729966446051614,0.44713714703470486,-0.19802528912990902,989.0,98.0,1,0
8527,8527,8527,8527,208,245,86.0,8.0,6.0,1.0,2.1210040436408235,Csb,7,3.0,54.0,0.01,0.7599135251419993,2.2517127623086157,6.034228429142416,0.910902501395146,20.165728170144256,1.953388438909933,0.09319654195099164,0.0742862147629404,-0.04011795651376815,708.0,75.0,1,0
8528,8528,8528,8528,208,246,86.0,8.0,6.0,1.0,1.2359807736324342,BSk,10,6.0,62.2,0.01,0.6616374225148298,2.9161179791724505,6.89271824765018,0.9044362541607194,19.80738944733037,4.9234380427585105,0.6091290329690363,0.14655996366628854,-0.494188215197332,696.0,66.0,1,0
8530,8530,8530,8530,208,248,86.0,8.0,6.0,1.0,1.1444266422522558,BWk,7,3.0,54.0,0.0,9.275834418107229,0.030742535749916464,1.3174588892406167,0.6399277664842544,22.495271166224097,5.973767419439632,0.9787362404020246,-46.82394849310497,-3.201088688943897,846.0,83.0,1,0
8531,8531,8531,8531,208,249,86.0,8.0,6.0,1.0,0.7019150072480898,BWk,16,-1.0,54.0,0.0,9.794189274953368,0.02899426563398611,12.105758850688094,0.6423820675903793,22.676062260857144,6.033733129749537,0.30431847808908635,-32.94746499588159,-5.738135857219333,853.0,89.0,1,1
8532,8532,8532,8532,208,250,86.0,8.0,6.0,1.0,1.1139085984588633,BWk,7,3.0,54.0,0.0,5.020713446845221,0.007269141584531511,0.009382411954127083,1.5127610909520242,11.246066242118813,3.4574322345998967,0.2694842594608716,-29.219235896842843,-9.627374077120727,806.0,87.0,1,0
8533,8533,8533,8533,208,251,86.0,8.0,6.0,1.0,1.5259021896696936,BWk,7,3.0,54.0,0.0,5.661178744258741,0.03128397029186324,0.6673881876712081,0.539303394078184,22.86769335038536,7.9438051390106565,0.6806725417573218,-30.77449786965687,-4.404158207725119,838.0,91.0,1,0
8534,8534,8534,8534,208,252,86.0,8.0,6.0,1.0,2.273594262607787,BWk,7,3.0,54.0,0.0,9.803776592890564,0.05430824940358203,2.907228407562228,2.3800057443061835,22.234423512549462,5.9884475923347065,0.6143843516352134,-31.61831152037901,-53.71986191429739,901.0,91.0,1,0
8535,8535,8535,8535,208,253,86.0,8.0,6.0,1.0,2.151522087434216,BWk,7,3.0,54.0,0.0,9.651863819961044,11.510398472908392,12.220874154976023,2.6103218861566746,22.684163397707252,6.217305579116878,0.8090159561206599,-39.02823142129361,-61.64304322206965,882.0,87.0,1,0
8536,8536,8536,8536,208,254,86.0,8.0,6.0,1.0,1.9073777370870744,BWk,7,3.0,54.0,0.0,6.045353559691847,0.03272699743266998,1.6148504091234614,1.1230371663985554,22.757143477409684,9.958437680357147,0.6698320437247676,-44.71335984374363,-1.6226863791414199,821.0,80.0,1,0
8537,8537,8537,8537,208,255,86.0,8.0,6.0,1.0,1.8997482261387404,BWk,10,6.0,62.2,0.0,2.5717279469940757,4.1777852905374235,8.907235472290823,0.954242050645384,20.202230757971382,4.895848694928282,0.10572673011778531,0.05481144114537051,-5.716105595506286,871.0,87.0,1,1
8538,8538,8538,8538,208,256,86.0,8.0,6.0,1.0,2.2278171969177265,BSk,7,3.0,54.0,0.0,2.3335231434522044,5.489623876135994,9.855456486550048,3.0440320795009375,22.56875209063297,1.993254444277257,0.0976586431033158,-50.58030873324733,-3.735157943197464,833.0,87.0,1,0
8539,8539,8539,8539,208,257,86.0,8.0,6.0,1.0,2.9526207370107898,BSk,7,3.0,54.0,0.0,0.3027444348203684,1.8625059789418454,6.04110226368155,3.013191670370653,10.214009000652148,3.852117261271296,0.13832023780444533,0.5426530450744418,-4.125908810831299,828.0,85.0,1,0
8540,8540,8540,8540,208,258,86.0,8.0,6.0,1.0,3.0518043793393304,BSk,7,3.0,54.0,0.0,9.87380566974978,0.3863554146583236,3.9195898703289394,0.042453850939362416,4.13187103695713,2.299345594741583,0.05500154572886126,0.5479236148069376,-1.4802375368553604,894.0,82.0,1,0
8541,8541,8541,8541,208,259,86.0,8.0,6.0,1.0,3.097581445029391,BSk,7,3.0,54.0,0.0,9.842605921711096,0.47178437801352535,0.5581024530294953,0.07754564859162613,3.293882982211742,1.5844536490671277,0.7099746750330282,0.5008250315873077,-1.0199665124601327,908.0,86.0,1,0
8542,8542,8542,8542,208,260,86.0,8.0,6.0,1.0,3.4180209048600427,BSk,7,3.0,54.0,99.96,9.812192167712032,0.13047523851899556,0.20449952686478068,0.2335257250750295,12.60094775116417,1.5804709741996859,0.5561055624551028,0.5277807896071272,-1.5962494706179502,920.0,86.0,1,1
8543,8543,8543,8543,208,261,86.0,8.0,6.0,1.0,4.112306401159714,BSk,10,6.0,62.2,99.96,9.247453717018884,3.507415689669905,5.226676334328932,0.010531721775204898,1.0713444632626434,1.7373598119357512,0.4966519827326472,0.4572857196662865,-0.7494063522524752,881.0,83.0,1,1
8544,8544,8544,8544,208,262,86.0,8.0,6.0,1.0,5.432211795223965,BSk,7,3.0,54.0,99.96,7.911898026813807,0.2600649143406784,3.3235638572749187,1.5677245425663153,22.146232150516248,3.3009637302069503,0.1725044755472469,0.4328985993880574,-4.476011522090041,861.0,86.0,1,1
8545,8545,8545,8545,208,263,18.0,61.0,21.0,3.0,4.577706569008967,BSk,7,3.0,54.0,99.96,0.8061018216860633,7.704633499844257,12.328095745593792,0.3894188121004629,17.75399966039592,1.9904216186240533,0.08630942105783804,0.40580270051737877,-0.1475418594539759,755.0,75.0,1,1
8546,8546,8546,8546,208,264,86.0,8.0,6.0,1.0,5.592431525139261,BSk,10,6.0,62.2,0.05,0.8143588297037098,3.76301167055321,8.16321442168029,1.5273295816157382,18.691508112859943,2.920041526714065,0.09861773070960121,0.36367193305145273,-0.40517507028929955,836.0,77.0,1,0
8547,8547,8547,8547,208,265,86.0,8.0,6.0,1.0,5.630579079880987,BSk,10,6.0,62.2,0.05,9.298141759135733,0.9118155667139413,1.1132651691929896,0.05225919478398666,7.151483836106786,1.7781934326486648,0.4752412183643228,0.2313595627536844,-0.014636862596000721,875.0,85.0,1,0
8548,8548,8548,8548,208,266,86.0,8.0,6.0,1.0,5.691615167467803,Csb,10,6.0,62.2,0.05,2.595721491236083,0.35512013350916444,0.41824342194003944,0.07989024809750059,11.584134829315188,1.9331555308546213,0.09294826514352547,0.257054152314798,-0.39254643380972754,866.0,85.0,1,0
8549,8549,8549,8549,208,267,86.0,8.0,6.0,1.0,3.463797970550104,Csb,10,6.0,62.2,0.05,2.65311496553655,1.1513055280717017,4.996944918899537,2.236855222658175,20.335271028788583,3.700620298191046,0.030210485947616127,0.019966844332894418,-4.186552586527104,856.0,79.0,1,0
8557,8557,8557,8557,208,275,86.0,8.0,6.0,1.0,2.3651483939879654,BSk,7,3.0,54.0,0.0,1.4808673615968235,10.426671289435234,11.965847593928578,0.09256115424487185,22.02457161378189,1.5089825488131798,0.8500262082573562,0.17500746633447872,-0.9177826954063704,764.0,76.0,1,0
8558,8558,8558,8558,208,276,86.0,8.0,6.0,1.0,2.1820401312276094,BSk,7,3.0,54.0,0.0,5.271555982800201,0.3145168091998234,2.3937948724672418,0.1001481727116518,20.179150112251325,9.86165263339526,0.4464341058701567,0.2856368607779518,-4.284726519936667,836.0,78.0,1,0
8559,8559,8559,8559,208,277,86.0,8.0,6.0,1.0,1.8005645838102282,BSk,7,3.0,54.0,0.0,9.256802105774558,0.2925788094536127,8.201839009158821,0.11491993212131157,16.814051704261644,9.957796627045676,0.7230207048656117,0.30583628835736476,-3.3386633326990713,887.0,80.0,1,0
8561,8561,8561,8561,208,279,86.0,8.0,6.0,1.0,1.4953841458763009,BSk,7,3.0,54.0,0.0,3.4907969043354754,0.7940875242330225,4.879136085543144,0.050875391617821654,11.705511771241207,7.538492704523434,0.6393003504656483,0.20062801626884563,-0.02560677260135158,879.0,84.0,1,0
8572,8572,8572,8572,208,296,,,,4.0,4.745555809872599,BSk,10,6.0,62.2,2.33,4.640422521347299,0.048508996324335064,5.030207541011274,4.614121936956868,13.517966167445529,8.008276213246454,0.061282649489506985,0.5143791318257728,-0.6390637099597138,708.0,67.0,1,0
8575,8575,8575,8575,208,299,86.0,8.0,6.0,1.0,1.2054627298390417,Dfb,1,4.0,71.1,2.33,3.777001978190326,4.607532992632902,6.036473268779215,0.1774987617221147,0.08428540268571111,4.208416231938081,0.11358299476791413,0.12706073099268056,-0.6199748100556368,621.0,64.0,1,0
8577,8577,8577,8577,208,301,86.0,8.0,6.0,1.0,1.7853055619135034,BSk,10,6.0,62.2,0.22,4.392183108400318,0.9754745632156913,9.847685958645902,0.06808689862234799,0.0337979119696966,9.337501579129203,0.06852069755957799,0.14924931818658438,-1.2603032179613658,857.0,85.0,1,0
8578,8578,8578,8578,208,302,86.0,8.0,6.0,1.0,0.6561379415579722,BSk,10,6.0,62.2,0.22,9.511687081721535,7.007794311799139,7.3757442358263186,8.571280477282158,6.018732730552167,4.8876956159351455,0.41491894364597903,0.28351409196603106,-3.0804199141944677,897.0,86.0,1,0
8579,8579,8579,8579,208,303,86.0,8.0,6.0,1.0,0.5645838101777939,BSk,10,6.0,62.2,0.22,5.804580719043128,2.2892222135333773,9.628112597257973,8.852445498210903,17.528874558119856,8.558914974920198,0.5327816571849221,0.02693322637548745,-4.9315626502567405,931.0,88.0,1,0
8584,8584,8584,8584,208,308,86.0,8.0,6.0,1.0,0.7324330510414825,BSk,10,6.0,62.2,50.3,2.786191861068648,7.025455922097526,9.437283721497002,4.772281133618643,3.984069194194946,9.724983842859439,0.6815942758239419,0.0917449310682733,-1.2530914323745441,910.0,92.0,1,1
8620,8620,8620,8620,208,344,,,,4.0,4.730296787975932,Cfa,10,6.0,62.2,4.89,1.0862997824162797,5.292048462388893,12.381804542589677,0.39241231134097765,0.7707390167502647,9.764621597885728,0.8011481169588778,0.3400697798348724,-0.5130412064054646,913.0,90.0,1,0
8621,8621,8621,8621,208,345,,,,4.0,5.752651255054557,Cfa,10,6.0,62.2,4.89,1.2344579690205615,5.3950743448443,8.483946075764063,0.666665697205885,1.541452110827024,9.056593623834415,0.7546175414574546,0.4698247712849698,-0.6645271225347167,951.0,91.0,1,0
8641,8641,8641,8641,208,373,86.0,8.0,6.0,1.0,3.784237430380757,Cfa,4,5.0,55.0,26.03,2.0832794044087355,2.2875320983023117,7.565162816600788,6.76828312131615,17.900802022876185,7.277976050597621,0.15280731571706507,0.46274720748680753,-0.2428074108367384,895.0,89.0,1,0
8647,8647,8647,8647,208,379,86.0,8.0,6.0,1.0,2.838178072785581,Cfa,14,1.0,62.2,0.0,2.3498158989220452,9.029235124824169,12.659838681502974,6.427134151083988,7.201256217544651,7.509755006816703,0.16029753195575092,0.3992517336838556,-0.41083499211780716,908.0,91.0,1,1
8654,8654,8654,8654,208,410,86.0,10.0,4.0,1.0,5.7679102769512856,Cfa,4,5.0,55.0,6.19,2.1603732911997264,6.173595844268954,10.809688172082673,9.661754823802964,16.293863788710713,9.928291634255494,0.05036539879784201,0.5434724604577561,-0.9469959566145747,915.0,89.0,1,0
8671,8671,8671,8671,209,246,86.0,8.0,6.0,1.0,1.0833905546654703,BSk,7,3.0,54.0,0.01,0.24442196686760256,7.783940217457537,10.746373722889842,0.8492886378964765,18.019574325661775,6.517875954056148,0.5720883358949045,-1.021405182655144e-14,-1.0105908740397593,746.0,78.0,1,0
8673,8673,8673,8673,209,248,86.0,8.0,6.0,1.0,1.0452429999237438,BWk,10,6.0,62.2,0.0,9.840870068135711,0.8709797977824462,3.187110143937681,0.02073944748992768,1.1748054615566559,6.246661720843685,0.5583381829990004,0.49261013405752563,-2.4621238752173924,793.0,82.0,1,1
8674,8674,8674,8674,209,249,86.0,8.0,6.0,1.0,1.022354467078685,BWk,7,3.0,54.0,0.0,9.896553722231676,0.03190897949313633,0.3141189138588282,0.697625986769861,22.76962357919743,5.496831330935783,0.6647287486902057,-43.66647606981986,-5.3497355934542155,855.0,89.0,1,0
8675,8675,8675,8675,209,250,86.0,8.0,6.0,1.0,1.136797131303922,BWk,10,6.0,62.2,0.0,9.745189214810281,0.028923610366140412,5.591612211896012,0.6665750577923981,22.876282251079743,6.453108376861815,0.6202013347749533,-37.89014628071246,-6.59658986891305,778.0,85.0,1,1
8676,8676,8676,8676,209,251,86.0,8.0,6.0,1.0,1.464866102082908,BWk,7,3.0,54.0,0.0,4.321951885810323,0.02586707418233526,1.6538436538944221,0.3271104075642638,22.464812714172858,8.16383540818707,0.9371838838580919,-32.34465109041044,-3.215092972564313,820.0,89.0,1,0
8677,8677,8677,8677,209,252,86.0,8.0,6.0,1.0,1.9378957808804669,BWk,7,3.0,54.0,0.0,9.940161858598366,0.028308452242144254,2.8012272474490127,0.8207659764190623,22.464657543053875,8.992937002977202,0.6206957216531093,-31.800537270008952,-5.658081521509798,893.0,91.0,1,0
8678,8678,8678,8678,209,253,86.0,8.0,6.0,1.0,2.5024795910582607,BWk,7,3.0,54.0,0.0,4.489752364965363,2.6581196852400977,8.55839898037256,3.7665031854064113,22.70158718163919,1.9628291536901226,0.1134784958864965,-34.19945901276305,-6.455237541706216,896.0,86.0,1,0
