,index,Unnamed: 0,row,col,T_SAND,T_SILT,T_CLAY,Soil texture,Root depth,Climate type,IGBP,Root type,Vcmax25
635,14518,14518,145,277,86.0,8.0,6.0,1.0,0.6561379415579722,Dfb,12,1.0,54.0
636,14530,14530,145,289,37.0,46.0,17.0,4.0,0.7786000695133678,Dfc,12,1.0,54.0
637,14534,14534,145,293,32.0,49.0,19.0,4.0,0.3662165255207697,Dfc,12,1.0,54.0
638,14607,14607,145,691,47.0,29.0,24.0,4.0,0.3051804379339842,Cfb,14,1.0,62.2
639,14700,14700,145,868,23.0,54.0,23.0,3.0,1.0986495765621953,Dfb,12,1.0,54.0
640,14711,14711,145,880,79.0,12.0,9.0,2.0,1.5411612115663615,Dfb,12,1.0,54.0
641,14756,14756,145,955,42.0,34.0,24.0,4.0,0.9155413138018388,Dfb,12,1.0,54.0
642,14758,14758,145,957,34.0,48.0,18.0,4.0,1.1596856641489808,Dfb,12,1.0,54.0
643,14761,14761,145,960,53.0,24.0,23.0,5.0,0.8392462043183286,Dfb,12,1.0,54.0
644,14780,14780,145,979,89.0,6.0,5.0,0.0,0.6430999550707043,Dfb,12,1.0,54.0
645,14786,14786,145,985,89.0,6.0,5.0,0.0,0.6799420157168404,Dfb,12,1.0,54.0
646,14787,14787,145,986,89.0,6.0,5.0,0.0,0.5680255673389603,Dfb,12,1.0,54.0
647,14819,14819,145,1019,43.0,29.0,28.0,7.0,0.4550070784907621,BSk,12,1.0,54.0
648,14823,14823,145,1023,42.0,26.0,32.0,7.0,0.3069776116240343,BSk,12,1.0,54.0
649,14848,14848,145,1053,42.0,34.0,24.0,4.0,0.7019150072480898,Dfb,5,5.0,55.0
650,14853,14853,145,1058,37.0,44.0,19.0,4.0,1.1444266422522558,Dfb,12,1.0,54.0
651,14863,14863,145,1084,47.0,29.0,24.0,4.0,0.6408789196613043,Dfb,12,1.0,54.0
652,14868,14868,145,1089,42.0,34.0,24.0,4.0,0.3280689707790145,Dfb,12,1.0,54.0
653,14888,14888,146,215,26.0,63.0,11.0,3.0,0.3662165255207697,Dfc,1,4.0,71.1
654,14917,14917,146,282,86.0,8.0,6.0,1.0,0.8087281605249359,Dfb,12,1.0,54.0
655,14920,14920,146,285,32.0,49.0,19.0,4.0,1.0217441062028385,Dfb,12,1.0,54.0
656,14924,14924,146,289,37.0,46.0,17.0,4.0,0.5100751930690597,Dfc,12,1.0,54.0
657,14943,14943,146,308,20.0,40.0,40.0,9.0,0.6561379415579722,Dfc,5,5.0,55.0
658,14947,14947,146,312,37.0,46.0,17.0,4.0,0.21633902155765453,Dfc,1,4.0,71.1
659,14948,14948,146,313,37.0,46.0,17.0,4.0,0.1942643032137673,Dfc,1,4.0,71.1
660,14968,14968,146,371,37.0,46.0,17.0,4.0,0.17361376024690647,Dfc,1,4.0,71.1
661,14982,14982,146,385,37.0,46.0,17.0,4.0,0.16394971304566613,Dfc,7,3.0,54.0
662,17047,17047,150,844,19.0,32.0,49.0,10.0,0.3662165255207697,Dfb,12,1.0,54.0
663,17049,17049,150,846,10.0,43.0,47.0,9.0,0.3814755474174376,Dfb,12,1.0,54.0
664,17059,17059,150,859,42.0,34.0,24.0,4.0,0.7629510948348752,Dfb,12,1.0,54.0
665,17075,17075,150,877,14.0,39.0,47.0,10.0,1.258869306477493,Dfb,12,1.0,54.0
666,17081,17081,150,883,42.0,34.0,24.0,4.0,1.5182726787213312,Dfb,12,1.0,54.0
667,17151,17151,150,967,30.0,37.0,33.0,7.0,0.3814755474174376,Dfb,12,1.0,54.0
668,17155,17155,150,971,63.0,15.0,22.0,5.0,0.18095504522609784,Dfb,12,1.0,54.0
669,17161,17161,150,977,63.0,15.0,22.0,5.0,1.6455329213397858,Dfb,10,6.0,62.2
670,17170,17170,150,986,30.0,37.0,33.0,7.0,1.2054627298390417,Dfb,12,1.0,54.0
671,17241,17241,150,1062,14.0,39.0,47.0,10.0,0.8750879513068132,Dfb,12,1.0,54.0
672,17269,17269,150,1183,23.0,29.0,48.0,10.0,0.6408789196613043,Dwc,5,5.0,55.0
673,17273,17273,150,1187,73.0,21.0,6.0,2.0,0.8850232700084462,Dwc,10,6.0,62.2
674,17308,17308,151,238,37.0,46.0,17.0,4.0,0.6561379415579722,Dfc,1,4.0,71.1
675,17348,17348,151,295,18.0,61.0,21.0,3.0,0.6256198977645795,Dfb,12,1.0,54.0
676,17371,17371,151,335,86.0,8.0,6.0,1.0,0.3040953519324336,Dfb,1,4.0,71.1
677,17379,17379,151,347,86.0,8.0,6.0,1.0,0.38103473122933057,Dfc,1,4.0,71.1
678,17412,17412,151,384,37.0,46.0,17.0,4.0,0.16895128133403006,Dfc,1,4.0,71.1
679,17417,17417,151,389,37.0,46.0,17.0,4.0,0.1523867653417242,Dfc,7,3.0,54.0
680,17418,17418,151,390,37.0,46.0,17.0,4.0,0.1766825190950207,Dfc,7,3.0,54.0
681,17451,17451,151,452,86.0,8.0,6.0,1.0,0.20959114298556536,Dfc,1,4.0,71.1
682,17456,17456,151,457,86.0,8.0,6.0,1.0,0.17978518688068726,Dfc,1,4.0,71.1
683,17465,17465,151,468,76.0,16.0,8.0,2.0,0.1369073353509701,Dfc,1,4.0,71.1
684,17516,17516,151,756,20.0,40.0,40.0,9.0,2.6092927443351077,Cfb,5,5.0,55.0
685,17519,17519,151,759,86.0,10.0,4.0,1.0,1.2970168612192197,Cfb,12,1.0,54.0
686,17539,17539,151,779,44.0,27.0,29.0,7.0,1.022354467078685,Cfb,1,4.0,71.1
687,17565,17565,151,805,73.0,18.0,9.0,2.0,1.6708628976882949,Cfb,12,1.0,54.0
688,17599,17599,151,839,37.0,44.0,19.0,4.0,0.3662165255207697,Dfb,5,5.0,55.0
689,17614,17614,151,854,10.0,43.0,47.0,9.0,0.5645838101777939,Dfb,12,1.0,54.0
690,17619,17619,151,859,42.0,34.0,24.0,4.0,0.7629510948348752,Dfb,12,1.0,54.0
691,17631,17631,151,871,77.0,14.0,9.0,2.0,1.1902037079423735,Dfb,12,1.0,54.0
692,17636,17636,151,876,77.0,14.0,9.0,2.0,1.9989318684672528,Dfb,12,1.0,54.0
693,17639,17639,151,879,79.0,12.0,9.0,2.0,1.0986495765621953,Dfb,12,1.0,54.0
694,17674,17674,151,919,42.0,34.0,24.0,4.0,2.2583352407111192,Dfb,12,1.0,54.0
695,17680,17680,151,926,85.0,10.0,5.0,1.0,2.2430762188143945,Dfb,12,1.0,54.0
696,17711,17711,151,960,41.0,38.0,21.0,4.0,1.1902037079423735,Dfb,12,1.0,54.0
697,17792,17792,151,1041,48.0,28.0,24.0,4.0,0.2903452777566346,Dfb,12,1.0,54.0
698,17809,17809,151,1061,14.0,39.0,47.0,10.0,1.0002627942660451,Dfb,12,1.0,54.0
699,17866,17866,152,244,37.0,46.0,17.0,4.0,0.3814755474174376,Dfc,7,3.0,54.0
700,17943,17943,152,356,86.0,8.0,6.0,1.0,0.19799428634407626,Dfb,1,4.0,71.1
701,17945,17945,152,358,40.0,39.0,21.0,4.0,0.3662165255207697,Dfc,1,4.0,71.1
702,17950,17950,152,363,86.0,8.0,6.0,1.0,0.2563007044582292,Dfc,1,4.0,71.1
703,17952,17952,152,365,86.0,8.0,6.0,1.0,0.18181972313357786,Dfc,1,4.0,71.1
704,17958,17958,152,372,40.0,39.0,21.0,4.0,0.2030467180387552,Dfc,1,4.0,71.1
705,17977,17977,152,391,37.0,46.0,17.0,4.0,0.1760721582191526,Dfc,7,3.0,54.0
706,22052,22052,159,982,43.0,29.0,28.0,7.0,0.9460593575952316,Dfa,10,6.0,62.2
707,22154,22154,159,1146,93.0,4.0,3.0,0.0,0.5645838101777939,Dwb,5,5.0,55.0
708,22162,22162,159,1177,13.0,50.0,37.0,6.0,0.6408789196613043,Dwc,10,6.0,62.2
709,22165,22165,159,1180,37.0,44.0,19.0,4.0,0.6103608758679115,Dwc,10,6.0,62.2
710,22189,22189,159,1220,34.0,41.0,25.0,4.0,0.8697642481117214,Dwb,5,5.0,55.0
711,22216,22216,160,216,37.0,46.0,17.0,4.0,5.134660868238369,Cfc,1,4.0,71.1
712,22262,22262,160,298,80.0,12.0,8.0,1.0,1.2207217517357662,Dfb,14,1.0,62.2
713,22271,22271,160,307,86.0,8.0,6.0,1.0,0.6256198977645795,Dfb,12,1.0,54.0
714,22273,22273,160,309,86.0,8.0,6.0,1.0,1.2664988174258272,Dfb,12,1.0,54.0
715,22281,22281,160,317,86.0,8.0,6.0,1.0,1.432042250536231,Dfb,12,1.0,54.0
716,22288,22288,160,324,86.0,8.0,6.0,1.0,1.4105270296618893,Dfb,12,1.0,54.0
717,22308,22308,160,359,86.0,8.0,6.0,1.0,0.6450497189797312,Dfc,1,4.0,71.1
718,22310,22310,160,361,86.0,8.0,6.0,1.0,1.0181667132915038,Dfc,5,5.0,55.0
719,22317,22317,160,374,86.0,8.0,6.0,1.0,0.8039978637369831,Dfc,5,5.0,55.0
720,22335,22335,160,397,86.0,8.0,6.0,1.0,0.17742851572108248,Dfc,1,4.0,71.1
721,22344,22344,160,406,86.0,8.0,6.0,1.0,0.18032772988145307,Dfc,1,4.0,71.1
722,22381,22381,160,737,37.0,40.0,23.0,4.0,2.517738612954929,Cfb,12,1.0,54.0
723,22410,22410,160,772,38.0,39.0,23.0,4.0,1.70901045243005,Cfb,12,1.0,54.0
724,22435,22435,160,799,19.0,29.0,52.0,10.0,1.70901045243005,Dfb,12,1.0,54.0
725,22454,22454,160,820,23.0,54.0,23.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
726,22463,22463,160,829,42.0,34.0,24.0,4.0,0.6408789196612759,Dfb,12,1.0,54.0
727,22465,22465,160,831,31.0,22.0,47.0,10.0,0.6561379415579722,Dfb,12,1.0,54.0
728,22472,22472,160,838,42.0,34.0,24.0,4.0,1.2359807736324342,Dfb,12,1.0,54.0
729,22501,22501,160,868,35.0,43.0,22.0,4.0,0.6561379415579722,Dfb,12,1.0,54.0
730,22503,22503,160,870,42.0,34.0,24.0,4.0,1.1444266422522558,Dfb,12,1.0,54.0
731,22505,22505,160,873,42.0,34.0,24.0,4.0,1.1902037079423735,Dfb,12,1.0,54.0
732,22506,22506,160,874,42.0,34.0,24.0,4.0,1.1902037079423735,Dfb,12,1.0,54.0
733,22518,22518,160,886,42.0,34.0,24.0,4.0,1.2817578393225515,Dfb,12,1.0,54.0
734,22578,22578,160,950,63.0,15.0,22.0,5.0,1.831082627603621,Dfa,10,6.0,62.2
735,22582,22582,160,954,63.0,15.0,22.0,5.0,1.6327153429465395,Dfa,10,6.0,62.2
736,22585,22585,160,957,54.0,25.0,21.0,5.0,4.859998474097836,Dfa,10,6.0,62.2
737,22636,22636,160,1008,69.0,19.0,12.0,2.0,1.022354467078685,Dfb,10,6.0,62.2
738,22645,22645,160,1018,69.0,19.0,12.0,2.0,0.31280994888231817,Dfb,10,6.0,62.2
739,22655,22655,160,1030,65.0,18.0,17.0,2.0,0.4425116350042231,Dfb,10,6.0,62.2
740,22725,22725,160,1141,65.0,12.0,23.0,5.0,0.4577706569009479,Dwc,10,6.0,62.2
741,22732,22732,160,1148,93.0,4.0,3.0,0.0,0.5645838101777939,Dwc,5,5.0,55.0
742,22733,22733,160,1169,20.0,40.0,40.0,9.0,0.793469138628268,Dwc,10,6.0,62.2
743,22783,22783,160,1236,42.0,38.0,20.0,4.0,0.3356984817273769,Dwb,12,1.0,54.0
744,22805,22805,161,265,20.0,40.0,40.0,9.0,1.9989318684672808,Dfb,10,6.0,62.2
745,22841,22841,161,301,24.0,58.0,18.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
746,22842,22842,161,302,24.0,58.0,18.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
747,22844,22844,161,304,24.0,58.0,18.0,3.0,0.5874723430228528,Dfb,12,1.0,54.0
748,22858,22858,161,318,86.0,8.0,6.0,1.0,0.9357849495181152,Dfb,12,1.0,54.0
749,22862,22862,161,322,86.0,8.0,6.0,1.0,1.000500156828882,Dfb,12,1.0,54.0
750,22883,22883,161,356,86.0,8.0,6.0,1.0,0.6825360494392825,Dfc,1,4.0,71.1
751,22919,22919,161,402,86.0,8.0,6.0,1.0,0.3030950382747632,Dfc,1,4.0,71.1
752,22950,22950,161,727,86.0,9.0,5.0,1.0,2.3346303501945727,Cfb,12,1.0,54.0
753,22977,22977,161,758,35.0,33.0,32.0,7.0,5.065995269703251,Cfb,12,1.0,54.0
754,22994,22994,161,775,87.0,9.0,4.0,1.0,0.8545052262150534,Cfb,12,1.0,54.0
755,24002,24002,163,312,86.0,8.0,6.0,1.0,1.1213685647194924,Dfb,12,1.0,54.0
756,24007,24007,163,317,86.0,8.0,6.0,1.0,0.6364707577800324,Dfb,12,1.0,54.0
757,24018,24018,163,328,86.0,8.0,6.0,1.0,0.2133889439909671,Dfb,12,1.0,54.0
758,24075,24075,163,414,75.0,15.0,10.0,2.0,0.2848011664675009,Dfc,1,4.0,71.1
759,24095,24095,163,438,86.0,8.0,6.0,1.0,0.3648262590812889,Dfc,1,4.0,71.1
760,24100,24100,163,443,86.0,8.0,6.0,1.0,0.6408789196613043,Dfc,5,5.0,55.0
761,24101,24101,163,493,86.0,8.0,6.0,1.0,0.3214397734883437,Dfb,7,3.0,54.0
762,24103,24103,163,495,86.0,8.0,6.0,1.0,0.4486830616380175,Dfb,1,4.0,71.1
763,24111,24111,163,727,86.0,9.0,5.0,1.0,2.9907682917525444,Cfb,12,1.0,54.0
764,24123,24123,163,739,87.0,9.0,4.0,1.0,2.9297322041657594,Cfb,12,1.0,54.0
765,24126,24126,163,742,37.0,44.0,19.0,4.0,0.9613183794918996,Cfb,12,1.0,54.0
766,24157,24157,163,777,49.0,28.0,23.0,4.0,0.8545052262150534,Cfb,12,1.0,54.0
767,24162,24162,163,782,79.0,13.0,8.0,1.0,1.5411612115663615,Cfb,12,1.0,54.0
768,24172,24172,163,816,41.0,36.0,23.0,4.0,1.4190890363927906,Dfb,12,1.0,54.0
769,24242,24242,163,893,39.0,39.0,22.0,4.0,2.5253681239032915,Dfa,12,1.0,54.0
770,24270,24270,163,928,89.0,5.0,6.0,0.0,10.0,BSk,10,6.0,62.2
771,24271,24271,163,929,56.0,25.0,19.0,2.0,10.0,BSk,10,6.0,62.2
772,24294,24294,163,952,50.0,30.0,20.0,4.0,1.7853055619135034,Dfa,10,6.0,62.2
773,24315,24315,163,973,37.0,16.0,47.0,10.0,0.8239871824216607,BSk,10,6.0,62.2
774,24322,24322,163,982,50.0,30.0,20.0,4.0,0.8392462043183286,BSk,10,6.0,62.2
775,24371,24371,163,1031,65.0,18.0,17.0,2.0,0.5366767545756314,Dfb,10,6.0,62.2
776,24441,24441,163,1135,22.0,46.0,32.0,7.0,0.5493247882811261,Dwc,10,6.0,62.2
777,24453,24453,163,1163,92.0,2.0,6.0,0.0,0.7019150072480898,Dwc,10,6.0,62.2
778,24466,24466,163,1176,98.0,2.0,0.0,0.0,0.5798428320745188,Dwc,10,6.0,62.2
779,24481,24481,163,1196,36.0,43.0,21.0,4.0,0.8850232700084462,Dwb,10,6.0,62.2
780,24485,24485,163,1200,37.0,44.0,19.0,4.0,0.7248035400931201,Dwc,10,6.0,62.2
781,24554,24554,164,292,20.0,40.0,40.0,9.0,1.6784924086366573,BSk,10,6.0,62.2
782,24560,24560,164,298,20.0,40.0,40.0,9.0,1.5335317006180276,BSk,14,1.0,62.2
783,24584,24584,164,322,86.0,8.0,6.0,1.0,0.5247068996211187,Dfb,12,1.0,54.0
784,24596,24596,164,334,37.0,46.0,17.0,4.0,0.2865813856887841,Dfb,12,1.0,54.0
785,24613,24613,164,380,86.0,8.0,6.0,1.0,1.2018344735214035,Dfc,5,5.0,55.0
786,24671,24671,164,722,79.0,13.0,8.0,1.0,2.6932173647669515,Cfb,12,1.0,54.0
787,24701,24701,164,755,35.0,33.0,32.0,7.0,2.9297322041657594,Cfb,12,1.0,54.0
788,24747,24747,164,824,23.0,54.0,23.0,3.0,1.2207217517357662,Dfb,12,1.0,54.0
789,24762,24762,164,839,42.0,36.0,22.0,4.0,1.1902037079423735,Dfb,12,1.0,54.0
790,24778,24778,164,861,42.0,34.0,24.0,4.0,1.2207217517357662,Dfb,12,1.0,54.0
791,24827,24827,164,914,42.0,26.0,32.0,7.0,10.0,BSk,10,6.0,62.2
792,24829,24829,164,916,50.0,30.0,20.0,4.0,9.216449225604665,BSk,10,6.0,62.2
793,24850,24850,164,939,43.0,29.0,28.0,7.0,6.004425116350063,BSk,10,6.0,62.2
794,24851,24851,164,940,43.0,29.0,28.0,7.0,1.586938277256479,BSk,10,6.0,62.2
795,24893,24893,164,985,50.0,30.0,20.0,4.0,0.6408789196613043,BSk,10,6.0,62.2
796,24923,24923,164,1015,65.0,18.0,17.0,2.0,1.1596856641489808,Dfb,10,6.0,62.2
797,24981,24981,164,1107,35.0,25.0,40.0,10.0,0.8087281605249359,Dwc,10,6.0,62.2
798,24992,24992,164,1121,33.0,20.0,47.0,10.0,0.3509575036240449,Dwc,10,6.0,62.2
799,25069,25069,164,1227,42.0,36.0,22.0,4.0,0.3509575036240449,Dwb,12,1.0,54.0
800,25077,25077,164,1256,19.0,32.0,49.0,10.0,0.2894466909116033,Dwb,12,1.0,54.0
801,25110,25110,165,283,20.0,40.0,40.0,9.0,1.6632333867399325,BSk,10,6.0,62.2
802,25129,25129,165,302,20.0,40.0,40.0,9.0,1.3733119707027301,BSk,14,1.0,62.2
803,25157,25157,165,330,86.0,8.0,6.0,1.0,0.2666768393479784,Dfb,12,1.0,54.0
804,25159,25159,165,332,86.0,8.0,6.0,1.0,0.2766799759247029,Dfb,12,1.0,54.0
805,25176,25176,165,358,86.0,8.0,6.0,1.0,1.4017954782432245,Dfc,5,5.0,55.0
806,25198,25198,165,398,40.0,39.0,21.0,4.0,0.3509575036240449,Dfb,5,5.0,55.0
807,25214,25214,165,428,37.0,46.0,17.0,4.0,0.3662165255207697,Dfc,5,5.0,55.0
808,25218,25218,165,436,86.0,8.0,6.0,1.0,0.4730296787976158,Dfb,5,5.0,55.0
809,25221,25221,165,439,37.0,46.0,17.0,4.0,0.6561379415579722,Dfc,5,5.0,55.0
810,25232,25232,165,498,86.0,8.0,6.0,1.0,0.3662165255207697,Dfb,10,6.0,62.2
811,25241,25241,165,722,37.0,40.0,23.0,4.0,3.7842374303807564,Cfb,12,1.0,54.0
812,25287,25287,165,770,20.0,40.0,40.0,9.0,0.8545052262150534,Cfb,12,1.0,54.0
813,25310,25310,165,793,49.0,28.0,23.0,4.0,4.142824444953106,Cfb,12,1.0,54.0
814,25316,25316,165,809,10.0,43.0,47.0,9.0,1.6327153429465682,Dfb,12,1.0,54.0
815,25336,25336,165,838,42.0,34.0,24.0,4.0,1.2207217517357662,Dfb,12,1.0,54.0
816,25341,25341,165,843,42.0,34.0,24.0,4.0,1.2359807736324342,Dfb,12,1.0,54.0
817,25346,25346,165,848,42.0,34.0,24.0,4.0,1.2359807736324342,Dfb,12,1.0,54.0
818,25350,25350,165,852,42.0,34.0,24.0,4.0,1.2359807736324342,Dfb,12,1.0,54.0
819,25380,25380,165,887,14.0,39.0,47.0,10.0,0.7629510948348752,Dfa,12,1.0,54.0
820,25406,25406,165,917,50.0,30.0,20.0,4.0,9.582665751125377,BSk,10,6.0,62.2
821,25426,25426,165,937,63.0,16.0,21.0,5.0,1.6937514305333252,BSk,10,6.0,62.2
822,25450,25450,165,961,42.0,26.0,32.0,7.0,0.793469138628268,BSk,10,6.0,62.2
823,25481,25481,165,992,65.0,18.0,17.0,2.0,0.4196231021591928,BSk,10,6.0,62.2
824,25484,25484,165,995,65.0,18.0,17.0,2.0,0.3051804379339842,Dfa,10,6.0,62.2
825,25485,25485,165,996,65.0,18.0,17.0,2.0,0.3662165255207697,Dfa,10,6.0,62.2
826,25569,25569,165,1112,79.0,14.0,7.0,1.0,0.5416952773327637,Dwc,10,6.0,62.2
827,25653,25653,165,1221,25.0,54.0,21.0,3.0,0.4577706569009479,Dwb,12,1.0,54.0
828,25681,25681,166,243,86.0,8.0,6.0,1.0,4.455634393835397,Dsb,1,4.0,71.1
829,25690,25690,166,269,20.0,40.0,40.0,9.0,2.059967956054038,Dfb,10,6.0,62.2
830,25691,25691,166,270,20.0,40.0,40.0,9.0,0.9384298466468692,BSk,10,6.0,62.2
831,25708,25708,166,287,20.0,40.0,40.0,9.0,1.9378957808804667,BSk,10,6.0,62.2
832,25738,25738,166,317,86.0,8.0,6.0,1.0,0.3204394598306521,Dfb,12,1.0,54.0
833,25746,25746,166,325,86.0,8.0,6.0,1.0,0.2502988225121925,Dfb,12,1.0,54.0
834,25755,25755,166,334,37.0,46.0,17.0,4.0,0.3614353653264659,Dfb,12,1.0,54.0
835,25761,25761,166,343,86.0,8.0,6.0,1.0,0.4959351661114576,Dfb,5,5.0,55.0
836,25769,25769,166,379,86.0,8.0,6.0,1.0,1.3779235862092805,Dfc,5,5.0,55.0
837,25788,25788,166,399,86.0,8.0,6.0,1.0,0.3662165255207697,Dfb,5,5.0,55.0
838,25792,25792,166,405,37.0,46.0,17.0,4.0,0.3662165255207697,Dfb,5,5.0,55.0
839,25805,25805,166,427,37.0,46.0,17.0,4.0,0.3662165255207697,Dfc,5,5.0,55.0
840,25812,25812,166,438,37.0,46.0,17.0,4.0,0.671396963454697,Dfc,5,5.0,55.0
841,25817,25817,166,488,76.0,14.0,10.0,2.0,0.4732161779541518,Dfb,10,6.0,62.2
842,25821,25821,166,492,86.0,8.0,6.0,1.0,0.3004840500835498,Dfb,1,4.0,71.1
843,25824,25824,166,499,86.0,8.0,6.0,1.0,0.3724896789671807,Dfb,10,6.0,62.2
844,25834,25834,166,720,42.0,36.0,22.0,4.0,2.04470893415737,Cfb,12,1.0,54.0
845,25854,25854,166,741,42.0,36.0,22.0,4.0,3.303578240634806,Cfb,12,1.0,54.0
846,25907,25907,166,806,20.0,29.0,51.0,10.0,0.793469138628268,Cfb,12,1.0,54.0
847,25918,25918,166,826,39.0,40.0,21.0,4.0,2.914473182269034,Cfb,12,1.0,54.0
848,25933,25933,166,841,20.0,29.0,51.0,10.0,1.9836728465705848,Dfb,12,1.0,54.0
849,25941,25941,166,849,42.0,34.0,24.0,4.0,1.1902037079423735,Dfb,12,1.0,54.0
850,25955,25955,166,865,40.0,37.0,23.0,4.0,0.4730296787976158,Dfa,12,1.0,54.0
851,25981,25981,166,894,87.0,9.0,4.0,1.0,2.410925459678083,Dfa,10,6.0,62.2
852,26060,26060,166,975,57.0,19.0,24.0,5.0,0.4882887006943406,BSk,10,6.0,62.2
853,26071,26071,166,986,65.0,18.0,17.0,2.0,0.5493247882811261,BSk,10,6.0,62.2
854,26164,26164,166,1113,79.0,14.0,7.0,1.0,0.4348821240558891,Dwc,10,6.0,62.2
855,26197,26197,166,1146,93.0,4.0,3.0,0.0,0.6256198977645795,Dwc,10,6.0,62.2
856,26200,26200,166,1158,92.0,2.0,6.0,0.0,0.7171740291447577,Dwc,10,6.0,62.2
857,26218,26218,166,1176,83.0,8.0,9.0,1.0,0.4730296787976158,BSk,10,6.0,62.2
858,26277,26277,167,240,41.0,36.0,23.0,4.0,4.158083466849804,Dsb,10,6.0,62.2
859,26337,26337,167,321,86.0,8.0,6.0,1.0,1.0986495765621953,Dfb,12,1.0,54.0
860,26371,26371,167,389,86.0,8.0,6.0,1.0,1.4503869857498133,Dfb,5,5.0,55.0
861,26377,26377,167,395,86.0,8.0,6.0,1.0,0.4882887006943406,Dfb,5,5.0,55.0
862,26378,26378,167,396,86.0,8.0,6.0,1.0,0.3967345693141624,Dfb,5,5.0,55.0
863,26449,26449,167,727,41.0,37.0,22.0,4.0,0.640828056254974,Cfb,12,1.0,54.0
864,26454,26454,167,732,20.0,29.0,51.0,10.0,2.685587853818617,Cfb,12,1.0,54.0
865,26461,26461,167,739,78.0,13.0,9.0,2.0,3.2501716639963547,Cfb,12,1.0,54.0
866,26485,26485,167,773,42.0,38.0,20.0,4.0,0.671396963454697,Cfb,5,5.0,55.0
867,26489,26489,167,777,42.0,36.0,22.0,4.0,0.6256198977645795,Cfb,12,1.0,54.0
868,26491,26491,167,781,37.0,40.0,23.0,4.0,2.8839551384756423,Cfb,12,1.0,54.0
869,26539,26539,167,841,82.0,8.0,10.0,1.0,1.9226367589837992,Dfb,12,1.0,54.0
870,26561,26561,167,864,42.0,34.0,24.0,4.0,0.671396963454697,Dfa,12,1.0,54.0
871,26573,26573,167,877,42.0,34.0,24.0,4.0,1.2054627298390417,Dfa,12,1.0,54.0
872,26583,26583,167,887,42.0,34.0,24.0,4.0,1.6632333867399325,Dfa,12,1.0,54.0
873,26631,26631,167,940,43.0,29.0,28.0,7.0,1.2970168612192197,BSk,10,6.0,62.2
874,26646,26646,167,955,43.0,29.0,28.0,7.0,9.5979247730221,BSk,10,6.0,62.2
875,26683,26683,167,993,65.0,18.0,17.0,2.0,0.671396963454697,BSk,10,6.0,62.2
876,26689,26689,167,999,53.0,26.0,21.0,5.0,0.5035477225910086,BSk,10,6.0,62.2
877,26727,26727,167,1037,65.0,18.0,17.0,2.0,0.6942854962997274,Dfb,10,6.0,62.2
878,26734,26734,167,1044,65.0,18.0,17.0,2.0,0.9079118028534764,Dfb,10,6.0,62.2
879,26740,26740,167,1050,43.0,29.0,28.0,7.0,1.4724956130312419,Dfa,10,6.0,62.2
880,26747,26747,167,1063,39.0,39.0,22.0,4.0,10.0,Dfb,10,6.0,62.2
881,26809,26809,167,1152,27.0,15.0,58.0,10.0,0.3509575036240449,Dwc,10,6.0,62.2
882,26834,26834,167,1177,83.0,8.0,9.0,1.0,0.6661749870722562,BSk,10,6.0,62.2
883,26840,26840,167,1183,37.0,44.0,19.0,4.0,0.3814755474174376,BSk,10,6.0,62.2
884,26881,26881,167,1250,42.0,34.0,24.0,4.0,0.4272526131075551,Dwb,5,5.0,55.0
885,26902,26902,168,247,86.0,8.0,6.0,1.0,4.364080262455219,Csb,1,4.0,71.1
886,26926,26926,168,289,86.0,8.0,6.0,1.0,1.7700465400168357,BSk,10,6.0,62.2
887,26979,26979,168,387,86.0,8.0,6.0,1.0,0.3814755474174376,Dfb,5,5.0,55.0
888,29042,29042,171,1066,37.0,44.0,19.0,4.0,1.0833905546654703,BWk,10,6.0,62.2
889,29104,29104,171,1151,59.0,11.0,30.0,5.0,0.7782101167315432,BSk,10,6.0,62.2
890,29168,29168,171,1222,79.0,13.0,8.0,1.0,0.7782101167315432,Dwa,12,1.0,54.0
891,29274,29274,172,334,86.0,8.0,6.0,1.0,0.7724964607546903,Dfb,12,1.0,54.0
892,29306,29306,172,411,86.0,8.0,6.0,1.0,0.8087281605249359,Dfb,5,5.0,55.0
893,29314,29314,172,422,86.0,8.0,6.0,1.0,0.4425116350042231,Dfb,5,5.0,55.0
894,29337,29337,172,721,42.0,34.0,24.0,4.0,2.5329976348516543,Cfb,12,1.0,54.0
895,29343,29343,172,727,88.0,7.0,5.0,0.0,2.105745021744156,Cfb,12,1.0,54.0
896,29422,29422,172,880,42.0,34.0,24.0,4.0,1.1902037079423735,Dfa,12,1.0,54.0
897,29434,29434,172,892,73.0,18.0,9.0,2.0,1.3733119707027301,Dfa,12,1.0,54.0
898,29490,29490,172,976,43.0,29.0,28.0,7.0,0.8087281605249359,BSk,10,6.0,62.2
899,29582,29582,172,1110,82.0,3.0,15.0,2.0,0.5493247882811261,BSk,10,6.0,62.2
900,29633,29633,172,1161,20.0,10.0,70.0,10.0,0.7476920729381504,BSk,10,6.0,62.2
901,29644,29644,172,1172,26.0,19.0,55.0,10.0,0.8850232700084462,BSk,10,6.0,62.2
902,29653,29653,172,1181,98.0,2.0,0.0,0.0,0.6561379415579722,BSk,10,6.0,62.2
