,index,Unnamed: 0,row,col,T_SAND,T_SILT,T_CLAY,Soil texture,Root depth,Climate type,IGBP,Root type,Vcmax25
903,29659,29659,172,1187,98.0,2.0,0.0,0.0,0.6256198977645795,BSk,10,6.0,62.2
904,29703,29703,172,1241,39.0,40.0,21.0,4.0,0.2083534667650536,Dwb,12,1.0,54.0
905,29761,29761,173,290,86.0,8.0,6.0,1.0,3.0136568245975752,BSk,10,6.0,62.2
906,29768,29768,173,300,75.0,15.0,10.0,2.0,1.5259021896696936,BSk,10,6.0,62.2
907,29780,29780,173,314,86.0,8.0,6.0,1.0,1.9836728465705848,Dfb,14,1.0,62.2
908,29819,29819,173,391,86.0,8.0,6.0,1.0,1.4038300144961229,Dfb,5,5.0,55.0
909,29850,29850,173,426,86.0,8.0,6.0,1.0,0.8392462043183286,Dfb,5,5.0,55.0
910,29853,29853,173,429,40.0,39.0,21.0,4.0,0.8392462043183286,Dfb,5,5.0,55.0
911,29893,29893,173,744,37.0,44.0,19.0,4.0,1.2359807736324342,Cfb,5,5.0,55.0
912,29908,29908,173,786,80.0,11.0,9.0,1.0,4.097047379263017,Cfb,12,1.0,54.0
913,29911,29911,173,789,19.0,25.0,56.0,10.0,2.868696116578945,Cfb,12,1.0,54.0
914,30020,30020,173,973,43.0,29.0,28.0,7.0,0.7629510948348752,BSk,10,6.0,62.2
915,30026,30026,173,981,57.0,19.0,24.0,5.0,0.6561379415579722,BSk,10,6.0,62.2
916,30069,30069,173,1053,39.0,40.0,21.0,4.0,1.7853055619135034,Dfa,10,6.0,62.2
917,30164,30164,173,1182,98.0,2.0,0.0,0.0,0.6256198977645795,BSk,10,6.0,62.2
918,30167,30167,173,1185,98.0,2.0,0.0,0.0,0.6256198977645795,BSk,10,6.0,62.2
919,30196,30196,173,1218,23.0,29.0,48.0,10.0,0.4043640802624964,Dwa,12,1.0,54.0
920,30232,30232,174,229,86.0,8.0,6.0,1.0,5.951018539711613,Csb,1,4.0,71.1
921,30249,30249,174,253,86.0,8.0,6.0,1.0,3.616388189517068,Cfb,12,1.0,54.0
922,30253,30253,174,270,76.0,16.0,8.0,2.0,1.1902037079423735,BSk,1,4.0,71.1
923,30264,30264,174,281,20.0,40.0,40.0,9.0,1.4343480582895154,BSk,10,6.0,62.2
924,30271,30271,174,288,50.0,40.0,10.0,4.0,2.1972991531243338,BSk,10,6.0,62.2
925,30281,30281,174,298,50.0,40.0,10.0,4.0,1.464866102082908,BSk,10,6.0,62.2
926,30368,30368,174,432,86.0,8.0,6.0,1.0,0.57377313225338,Dfb,5,5.0,55.0
927,30389,30389,174,731,45.0,36.0,19.0,4.0,4.043640802624567,Cfb,10,6.0,62.2
928,30407,30407,174,755,40.0,39.0,21.0,4.0,0.6561379415579722,Dfc,5,5.0,55.0
929,30446,30446,174,817,66.0,21.0,13.0,2.0,3.64690623331046,Dfb,12,1.0,54.0
930,30523,30523,174,981,42.0,26.0,32.0,7.0,0.8087281605249359,BSk,10,6.0,62.2
931,30525,30525,174,983,57.0,19.0,24.0,5.0,1.9913023575189184,BSk,10,6.0,62.2
932,30528,30528,174,986,30.0,37.0,33.0,7.0,0.7019150072480898,BSk,10,6.0,62.2
933,30570,30570,174,1057,45.0,36.0,19.0,4.0,0.6561379415579722,BSk,10,6.0,62.2
934,30578,30578,174,1074,14.0,39.0,47.0,10.0,1.1596856641489808,BSk,10,6.0,62.2
935,30596,30596,174,1120,20.0,24.0,56.0,10.0,0.4577706569009479,BSk,10,6.0,62.2
936,30613,30613,174,1137,23.0,17.0,60.0,10.0,0.4577706569009479,BSk,10,6.0,62.2
937,30627,30627,174,1176,33.0,25.0,42.0,10.0,0.6561379415579722,BSk,10,6.0,62.2
938,30641,30641,174,1190,42.0,38.0,20.0,4.0,1.007095445182017,Dwb,10,6.0,62.2
939,30651,30651,174,1200,45.0,36.0,19.0,4.0,0.6866559853513651,Dwc,12,1.0,54.0
940,30652,30652,174,1201,36.0,43.0,21.0,4.0,0.6561379415579722,Dwc,12,1.0,54.0
941,30663,30663,174,1214,79.0,15.0,6.0,1.0,2.731364919508678,Dwa,10,6.0,62.2
942,30673,30673,174,1224,41.0,37.0,22.0,4.0,0.7643752702118902,Dwa,12,1.0,54.0
943,30684,30684,174,1238,23.0,54.0,23.0,3.0,0.4577706569009479,Dwb,12,1.0,54.0
944,30718,30718,175,247,40.0,39.0,21.0,4.0,5.142290379186704,Csa,12,1.0,54.0
945,30719,30719,175,248,86.0,8.0,6.0,1.0,1.2359807736324342,Csb,1,4.0,71.1
946,30732,30732,175,275,76.0,16.0,8.0,2.0,1.930266269932133,BSk,10,6.0,62.2
947,30760,30760,175,307,75.0,15.0,10.0,2.0,1.213092240787404,BSk,12,1.0,54.0
948,30791,30791,175,341,86.0,8.0,6.0,1.0,0.8239871824216607,Dfb,14,1.0,62.2
949,30818,30818,175,408,86.0,8.0,6.0,1.0,1.96841382467386,Dfb,5,5.0,55.0
950,30844,30844,175,436,86.0,8.0,6.0,1.0,0.4272526131075551,Dfb,5,5.0,55.0
951,30877,30877,175,753,42.0,34.0,24.0,4.0,0.8545052262150534,Dfc,5,5.0,55.0
952,30884,30884,175,769,48.0,28.0,24.0,4.0,0.8545052262150534,Dfc,5,5.0,55.0
953,30894,30894,175,786,47.0,29.0,24.0,4.0,4.692149233234176,Cfb,4,5.0,55.0
954,30920,30920,175,831,41.0,40.0,19.0,4.0,2.9907682917525444,Cfb,12,1.0,54.0
955,30921,30921,175,832,42.0,31.0,27.0,7.0,0.9460593575952316,Cfb,12,1.0,54.0
956,30922,30922,175,833,80.0,11.0,9.0,1.0,1.9836728465705848,Cfb,12,1.0,54.0
957,30981,30981,175,972,35.0,37.0,28.0,7.0,0.9918364232852924,BWk,10,6.0,62.2
958,30994,30994,175,987,30.0,37.0,33.0,7.0,0.7629510948348752,BSk,10,6.0,62.2
959,31016,31016,175,1009,65.0,18.0,17.0,2.0,1.464866102082908,BSk,10,6.0,62.2
960,31033,31033,175,1052,76.0,13.0,11.0,2.0,0.9689478904402621,Dfa,10,6.0,62.2
961,31051,31051,175,1128,20.0,24.0,56.0,10.0,0.4882887006943406,Dwc,10,6.0,62.2
962,31075,31075,175,1187,37.0,44.0,19.0,4.0,0.8239871824216607,BSk,10,6.0,62.2
963,31123,31123,175,1240,34.0,41.0,25.0,4.0,0.5889982452125284,Dwa,12,1.0,54.0
964,31140,31140,176,226,86.0,8.0,6.0,1.0,2.5635156786450466,Csb,1,4.0,71.1
965,31145,31145,176,237,41.0,36.0,23.0,4.0,4.135194934004744,Csb,7,3.0,54.0
966,31177,31177,176,289,50.0,40.0,10.0,4.0,2.273594262607787,BSk,10,6.0,62.2
967,31184,31184,176,296,50.0,40.0,10.0,4.0,2.159151598382578,BSk,10,6.0,62.2
968,31198,31198,176,314,86.0,8.0,6.0,1.0,2.2125581750210017,Dfb,10,6.0,62.2
969,31199,31199,176,315,86.0,8.0,6.0,1.0,2.273594262607787,Dfb,14,1.0,62.2
970,31201,31201,176,320,20.0,40.0,40.0,9.0,2.1972991531243338,Dfa,12,1.0,54.0
971,31245,31245,176,402,86.0,8.0,6.0,1.0,2.2583352407111192,Dfb,5,5.0,55.0
972,31253,31253,176,410,86.0,8.0,6.0,1.0,2.2430762188143945,Dfb,5,5.0,55.0
973,31285,31285,176,450,86.0,8.0,6.0,1.0,1.2207217517357662,Dfb,5,5.0,55.0
974,31311,31311,176,759,42.0,31.0,27.0,7.0,1.2207217517357662,Cfb,5,5.0,55.0
975,31316,31316,176,764,41.0,37.0,22.0,4.0,1.1902037079423735,Cfb,5,5.0,55.0
976,31324,31324,176,784,17.0,32.0,51.0,10.0,2.976153539669261,Cfb,4,5.0,55.0
977,31333,31333,176,795,35.0,54.0,11.0,3.0,0.5237065859634482,Cfb,12,1.0,54.0
978,31388,31388,176,906,89.0,6.0,5.0,0.0,0.1,BSk,10,6.0,62.2
979,31436,31436,176,1007,65.0,18.0,17.0,2.0,1.5716792553597545,BSk,10,6.0,62.2
980,31439,31439,176,1010,43.0,29.0,28.0,7.0,1.6632333867399325,BSk,10,6.0,62.2
981,31449,31449,176,1028,35.0,37.0,28.0,7.0,3.097581445029391,BSk,10,6.0,62.2
982,31454,31454,176,1033,65.0,18.0,17.0,2.0,7.782101167315204,BSk,10,6.0,62.2
983,31504,31504,176,1187,77.0,14.0,9.0,2.0,0.8392462043183286,BSk,10,6.0,62.2
984,31515,31515,176,1198,77.0,14.0,9.0,2.0,0.3204394598306521,Dwb,10,6.0,62.2
985,31535,31535,176,1218,42.0,36.0,22.0,4.0,0.8697642481117214,Dwa,10,6.0,62.2
986,31549,31549,176,1232,87.0,9.0,4.0,1.0,0.4577706569009479,Dwb,12,1.0,54.0
987,31682,31682,177,403,86.0,8.0,6.0,1.0,2.265964751659453,Dfb,5,5.0,55.0
988,31712,31712,177,436,86.0,8.0,6.0,1.0,1.2054627298390417,Dfb,5,5.0,55.0
989,31740,31740,177,754,48.0,28.0,24.0,4.0,0.3814755474174376,Cfb,12,1.0,54.0
990,31754,31754,177,789,38.0,18.0,44.0,10.0,6.5003433279927085,Cfb,4,5.0,55.0
991,31789,31789,177,878,42.0,34.0,24.0,4.0,1.70901045243005,Cfa,12,1.0,54.0
992,31814,31814,177,903,89.0,6.0,5.0,0.0,10.0,BSk,10,6.0,62.2
993,31816,31816,177,905,89.0,6.0,5.0,0.0,0.12132617854756575,BSk,10,6.0,62.2
994,31829,31829,177,985,30.0,37.0,33.0,7.0,1.0376134889754098,BWk,10,6.0,62.2
995,31836,31836,177,992,30.0,37.0,33.0,7.0,10.0,BSk,10,6.0,62.2
996,31842,31842,177,998,65.0,18.0,17.0,2.0,10.0,BSk,10,6.0,62.2
997,31857,31857,177,1021,43.0,29.0,28.0,7.0,4.470893415732063,BSk,7,3.0,54.0
998,31873,31873,177,1037,69.0,19.0,12.0,2.0,7.110704203860563,Dfa,10,6.0,62.2
999,31884,31884,177,1050,37.0,44.0,19.0,4.0,0.7019150072480898,Dfc,10,6.0,62.2
1000,31894,31894,177,1126,62.0,15.0,23.0,5.0,0.4882887006943406,BSk,10,6.0,62.2
1001,31899,31899,177,1176,67.0,13.0,20.0,5.0,0.671396963454697,BSk,10,6.0,62.2
1002,31903,31903,177,1180,67.0,13.0,20.0,5.0,0.7171740291447577,BSk,10,6.0,62.2
1003,31936,31936,177,1218,42.0,36.0,22.0,4.0,1.3122758831159445,Dwa,10,6.0,62.2
1004,31943,31943,177,1225,79.0,13.0,8.0,1.0,0.8872782143553938,Dwa,12,1.0,54.0
1005,31961,31961,177,1244,25.0,54.0,21.0,3.0,0.7553215838865128,Dwb,12,1.0,54.0
1006,32034,32034,178,321,20.0,40.0,40.0,9.0,1.6632333867399325,Dfa,12,1.0,54.0
1007,32072,32072,178,359,86.0,8.0,6.0,1.0,3.929198138399357,Dfb,4,5.0,55.0
1008,32076,32076,178,364,86.0,8.0,6.0,1.0,2.5329976348516543,Dfb,5,5.0,55.0
1009,32104,32104,178,433,86.0,8.0,6.0,1.0,0.8010986495766019,Dfb,5,5.0,55.0
1010,32105,32105,178,436,86.0,8.0,6.0,1.0,0.6561379415579722,Dfb,5,5.0,55.0
1011,32108,32108,178,439,86.0,8.0,6.0,1.0,1.1139085984588633,Dfb,5,5.0,55.0
1012,32151,32151,178,793,37.0,40.0,23.0,4.0,3.1625848783093433,Cfb,12,1.0,54.0
1013,32183,32183,178,880,42.0,34.0,24.0,4.0,1.9836728465705848,Cfa,12,1.0,54.0
1014,32302,32302,178,1203,78.0,13.0,9.0,2.0,0.8087281605249359,Dwb,12,1.0,54.0
1015,32404,32404,179,321,86.0,8.0,6.0,1.0,1.6632333867399325,Dfa,14,1.0,62.2
1016,32405,32405,179,322,20.0,40.0,40.0,9.0,0.6561379415579722,Dfa,14,1.0,62.2
1017,32433,32433,179,352,86.0,8.0,6.0,1.0,2.5253681239032915,Dfb,14,1.0,62.2
1018,32438,32438,179,357,86.0,8.0,6.0,1.0,1.5716792553597545,Dfb,14,1.0,62.2
1019,32460,32460,179,417,86.0,8.0,6.0,1.0,0.44736061307364,Dfb,14,1.0,62.2
1020,32483,32483,179,444,86.0,8.0,6.0,1.0,1.2359807736324342,Dfb,5,5.0,55.0
1021,32533,32533,179,806,53.0,24.0,23.0,5.0,3.295948729686472,Cfb,12,1.0,54.0
1022,32560,32560,179,887,44.0,35.0,21.0,4.0,2.082856488899097,Cfa,12,1.0,54.0
1023,32586,32586,179,980,43.0,29.0,28.0,7.0,5.714503700312832,BWk,10,6.0,62.2
1024,32595,32595,179,995,30.0,37.0,33.0,7.0,1.0681315327688026,BWk,10,6.0,62.2
1025,32618,32618,179,1023,43.0,29.0,28.0,7.0,7.0649271381704475,BSk,10,6.0,62.2
1026,32707,32707,179,1230,82.0,8.0,10.0,1.0,0.7171740291447577,Dwb,5,5.0,55.0
1027,32733,32733,180,242,35.0,54.0,11.0,3.0,3.4485389486534364,Csb,7,3.0,54.0
1028,32785,32785,180,309,35.0,54.0,11.0,3.0,1.9226367589837992,BSk,10,6.0,62.2
1029,32808,32808,180,335,86.0,8.0,6.0,1.0,0.6561718504955436,Dfa,12,1.0,54.0
1030,32825,32825,180,354,86.0,8.0,6.0,1.0,0.8545052262150534,Dfb,14,1.0,62.2
1031,32828,32828,180,357,86.0,8.0,6.0,1.0,1.2207217517357662,Dfb,14,1.0,62.2
1032,32893,32893,180,760,42.0,34.0,24.0,4.0,1.5305138051762466,Cfb,12,1.0,54.0
1033,32923,32923,180,823,77.0,12.0,11.0,2.0,1.355747141052753,Cfb,12,1.0,54.0
1034,34078,34078,183,894,44.0,35.0,21.0,4.0,0.3814755474174376,Cfa,12,1.0,54.0
1035,34085,34085,183,901,39.0,39.0,22.0,4.0,0.6561379415579722,Cfa,10,6.0,62.2
1036,34149,34149,183,1045,37.0,44.0,19.0,4.0,1.5106431677729688,Dfb,10,6.0,62.2
1037,34151,34151,183,1047,86.0,8.0,6.0,1.0,1.1444266422522558,Dfc,10,6.0,62.2
1038,34156,34156,183,1052,86.0,8.0,6.0,1.0,0.3210498207065425,BSk,7,3.0,54.0
1039,34173,34173,183,1070,37.0,40.0,23.0,4.0,2.2125581750210297,BSk,10,6.0,62.2
1040,34300,34300,184,289,18.0,61.0,21.0,3.0,0.8850232700084462,BWk,10,6.0,62.2
1041,34317,34317,184,306,86.0,8.0,6.0,1.0,1.2359807736324342,BSk,1,4.0,71.1
1042,34325,34325,184,314,50.0,40.0,10.0,4.0,1.8616006713970137,BSk,10,6.0,62.2
1043,34331,34331,184,320,86.0,8.0,6.0,1.0,1.6632333867399325,Dfa,12,1.0,54.0
1044,34333,34333,184,322,86.0,8.0,6.0,1.0,1.9913023575189184,Dfa,12,1.0,54.0
1045,34337,34337,184,326,20.0,40.0,40.0,9.0,0.3509575036240449,Dfa,12,1.0,54.0
1046,34350,34350,184,340,86.0,8.0,6.0,1.0,0.5788594728856142,Dfa,12,1.0,54.0
1047,34383,34383,184,418,37.0,46.0,17.0,4.0,1.70901045243005,Dfb,4,5.0,55.0
1048,34431,34431,184,811,40.0,39.0,21.0,4.0,0.5111772335393711,Cfb,12,1.0,54.0
1049,34476,34476,184,929,27.0,24.0,49.0,10.0,1.1291676203555878,BSk,7,3.0,54.0
1050,34478,34478,184,984,37.0,16.0,47.0,10.0,7.392996108949433,BWk,7,3.0,54.0
1051,34543,34543,184,1059,86.0,8.0,6.0,1.0,0.12592083958534767,BSk,7,3.0,54.0
1052,34545,34545,184,1061,77.0,13.0,10.0,2.0,0.4954265320482318,BSk,10,6.0,62.2
1053,34585,34585,184,1190,23.0,29.0,48.0,10.0,0.6866559853513651,Dwb,10,6.0,62.2
1054,34611,34611,184,1216,36.0,43.0,21.0,4.0,0.3852224850165341,Dwa,12,1.0,54.0
1055,34626,34626,184,1237,24.0,53.0,23.0,3.0,0.8239871824216607,Dwb,5,5.0,55.0
1056,34643,34643,185,241,35.0,54.0,11.0,3.0,3.5553521019302816,Csb,10,6.0,62.2
1057,34675,34675,185,274,40.0,39.0,21.0,4.0,3.0441748683909684,Dfb,1,4.0,71.1
1058,34708,34708,185,312,75.0,15.0,10.0,2.0,1.5106431677729688,BSk,10,6.0,62.2
1059,34716,34716,185,325,20.0,40.0,40.0,9.0,0.8392462043183286,Dfa,12,1.0,54.0
1060,34721,34721,185,330,20.0,40.0,40.0,9.0,0.7705806057832092,Dfa,12,1.0,54.0
1061,34732,34732,185,344,86.0,8.0,6.0,1.0,0.3884777430211665,Dfa,12,1.0,54.0
1062,34759,34759,185,417,86.0,8.0,6.0,1.0,2.0294499122606453,Dfb,4,5.0,55.0
1063,34786,34786,185,742,34.0,41.0,25.0,4.0,3.2883192187381103,Csb,5,5.0,55.0
1064,34796,34796,185,788,37.0,44.0,19.0,4.0,1.884489204242044,Cfb,12,1.0,54.0
1065,34797,34797,185,789,53.0,24.0,23.0,5.0,1.8005645838101998,Cfb,14,1.0,62.2
1066,34812,34812,185,823,47.0,29.0,24.0,4.0,5.004959182116465,Cfa,12,1.0,54.0
1067,34849,34849,185,997,65.0,18.0,17.0,2.0,1.6098268101015094,BSk,10,6.0,62.2
1068,34853,34853,185,1001,57.0,19.0,24.0,5.0,3.082322423132723,BSk,10,6.0,62.2
1069,34883,34883,185,1034,43.0,29.0,28.0,7.0,1.464866102082908,Dfa,10,6.0,62.2
1070,34899,34899,185,1052,45.0,36.0,19.0,4.0,0.3814755474174376,BSk,12,1.0,54.0
1071,34904,34904,185,1066,77.0,13.0,10.0,2.0,0.3356984817273769,BSk,10,6.0,62.2
1072,34908,34908,185,1070,19.0,25.0,56.0,10.0,1.1071437654180194,BSk,10,6.0,62.2
1073,34919,34919,185,1092,42.0,36.0,22.0,4.0,0.9444995464680024,BSk,10,6.0,62.2
1074,34940,34940,185,1196,77.0,14.0,9.0,2.0,0.9613183794918996,Dwb,7,3.0,54.0
1075,34951,34951,185,1207,41.0,37.0,22.0,4.0,0.6561379415579722,BSk,12,1.0,54.0
1076,34981,34981,185,1294,40.0,39.0,21.0,4.0,0.3814755474174376,Dfb,5,5.0,55.0
1077,34987,34987,186,237,86.0,8.0,6.0,1.0,3.0365453574426056,Csb,7,3.0,54.0
1078,36005,36005,189,252,32.0,49.0,19.0,4.0,2.548256656748322,BSk,10,6.0,62.2
1079,36016,36016,189,263,40.0,39.0,21.0,4.0,2.8839551384756423,BSk,10,6.0,62.2
1080,36039,36039,189,288,20.0,40.0,40.0,9.0,0.7324330510414825,BSk,10,6.0,62.2
1081,36055,36055,189,304,40.0,39.0,21.0,4.0,1.9378957808804667,BSk,10,6.0,62.2
1082,36057,36057,189,306,40.0,39.0,21.0,4.0,1.5640497444114203,BSk,10,6.0,62.2
1083,36073,36073,189,322,86.0,8.0,6.0,1.0,0.8392462043183286,Dfa,12,1.0,54.0
1084,36086,36086,189,341,86.0,8.0,6.0,1.0,0.3015352271475471,Dfa,12,1.0,54.0
1085,36107,36107,189,378,86.0,10.0,4.0,1.0,1.1596856641489808,Dfb,14,1.0,62.2
1086,36113,36113,189,411,18.0,61.0,21.0,3.0,2.3651483939879654,Dfb,14,1.0,62.2
1087,36154,36154,189,771,41.0,37.0,22.0,4.0,2.754253452353737,Cfb,5,5.0,55.0
1088,36157,36157,189,797,35.0,33.0,32.0,7.0,2.0218204013123118,Cfb,14,1.0,62.2
1089,36225,36225,189,1035,43.0,29.0,28.0,7.0,0.3967345693141624,Dfc,10,6.0,62.2
1090,36237,36237,189,1174,76.0,13.0,11.0,2.0,1.0299839780270474,BSk,10,6.0,62.2
1091,36245,36245,189,1182,36.0,43.0,21.0,4.0,0.8850232700084462,Dwb,10,6.0,62.2
1092,36264,36264,189,1201,19.0,32.0,49.0,10.0,1.1749446860456487,Dwa,12,1.0,54.0
1093,36316,36316,190,255,86.0,8.0,6.0,1.0,2.548256656748322,BSk,10,6.0,62.2
1094,36330,36330,190,269,86.0,8.0,6.0,1.0,3.212024109254628,Dfb,10,6.0,62.2
1095,36380,36380,190,319,86.0,8.0,6.0,1.0,2.0294499122606453,Dfa,10,6.0,62.2
1096,36409,36409,190,354,86.0,8.0,6.0,1.0,0.7171740291447577,Dfa,12,1.0,54.0
1097,36414,36414,190,359,86.0,8.0,6.0,1.0,1.5182726787213312,Dfa,12,1.0,54.0
1098,36456,36456,190,703,85.0,10.0,5.0,1.0,3.4866865033951626,Csb,12,1.0,54.0
1099,36521,36521,190,987,37.0,16.0,47.0,10.0,7.728694590676754,BSk,10,6.0,62.2
1100,36564,36564,190,1177,45.0,36.0,19.0,4.0,0.8697642481117214,BSk,10,6.0,62.2
1101,36581,36581,190,1194,20.0,40.0,40.0,9.0,0.8392462043183286,BSk,10,6.0,62.2
1102,36582,36582,190,1195,40.0,39.0,21.0,4.0,0.793469138628268,BSk,10,6.0,62.2
1103,36585,36585,190,1198,17.0,32.0,51.0,10.0,0.8697642481117214,Dwb,7,3.0,54.0
1104,36587,36587,190,1200,75.0,15.0,10.0,2.0,0.9918364232852924,Dwb,7,3.0,54.0
1105,36650,36650,191,268,86.0,8.0,6.0,1.0,2.998397802700879,Dfb,10,6.0,62.2
1106,36661,36661,191,279,20.0,40.0,40.0,9.0,1.1444266422522558,Dfb,10,6.0,62.2
1107,36664,36664,191,282,20.0,40.0,40.0,9.0,1.8234531166552583,Dfb,10,6.0,62.2
1108,36671,36671,191,289,20.0,40.0,40.0,9.0,1.1749446860456487,BSk,10,6.0,62.2
1109,36743,36743,191,382,86.0,10.0,4.0,1.0,0.8485542076753348,Dfb,14,1.0,62.2
1110,36759,36759,191,431,86.0,8.0,6.0,1.0,2.838178072785581,Dfb,4,5.0,55.0
1111,36827,36827,191,956,65.0,18.0,17.0,2.0,0.6256198977645795,BWk,10,6.0,62.2
1112,36852,36852,191,998,42.0,26.0,32.0,7.0,2.9297322041657594,Dsa,12,1.0,54.0
1113,36893,36893,191,1187,41.0,37.0,22.0,4.0,0.6942854962997274,Dwb,10,6.0,62.2
1114,36894,36894,191,1188,41.0,37.0,22.0,4.0,0.4882887006943406,Dwb,10,6.0,62.2
1115,36975,36975,192,283,20.0,40.0,40.0,9.0,0.793469138628268,BSk,10,6.0,62.2
1116,37066,37066,192,426,86.0,8.0,6.0,1.0,3.2654306858930795,Dfb,4,5.0,55.0
1117,37075,37075,192,689,75.0,15.0,10.0,2.0,4.074158846417959,Csb,8,9.0,54.0
1118,37127,37127,192,826,79.0,12.0,9.0,2.0,1.4496070801861831,Cfa,12,1.0,54.0
1119,37141,37141,192,904,50.0,30.0,20.0,4.0,1.022354467078685,Dfb,12,1.0,54.0
1120,37145,37145,192,958,89.0,6.0,5.0,0.0,0.5035477225910086,BWk,10,6.0,62.2
1121,37255,37255,192,1237,86.0,8.0,6.0,1.0,0.8545052262150534,Dwb,5,5.0,55.0
1122,37260,37260,193,233,26.0,63.0,11.0,3.0,4.829480430304443,Csb,1,4.0,71.1
1123,37311,37311,193,290,26.0,63.0,11.0,3.0,1.0910200656138331,Dfb,10,6.0,62.2
1124,37349,37349,193,333,86.0,8.0,6.0,1.0,0.8850232700084462,Dfa,12,1.0,54.0
1125,37350,37350,193,334,86.0,8.0,6.0,1.0,1.2817578393225515,Dfa,12,1.0,54.0
1126,37366,37366,193,351,86.0,8.0,6.0,1.0,1.1291676203555878,Dfa,12,1.0,54.0
1127,37406,37406,193,695,41.0,36.0,23.0,4.0,4.577706569008967,Csb,7,3.0,54.0
1128,37417,37417,193,707,47.0,29.0,24.0,4.0,2.8686961165789735,Csb,7,3.0,54.0
1129,37538,37538,193,1158,42.0,36.0,22.0,4.0,0.9002822919051141,BSk,10,6.0,62.2
1130,37582,37582,193,1208,77.0,14.0,9.0,2.0,0.7287030679111722,Dwa,12,1.0,54.0
1131,37613,37613,194,251,86.0,8.0,6.0,1.0,3.295948729686472,BSk,10,6.0,62.2
1132,37661,37661,194,307,40.0,39.0,21.0,4.0,1.5411612115663615,BSk,10,6.0,62.2
1133,37663,37663,194,309,40.0,39.0,21.0,4.0,1.1673151750973148,BSk,10,6.0,62.2
1134,37669,37669,194,315,86.0,8.0,6.0,1.0,1.5182726787213312,Dfa,10,6.0,62.2
1135,37671,37671,194,317,86.0,8.0,6.0,1.0,1.930266269932133,Dfa,10,6.0,62.2
1136,37678,37678,194,324,86.0,8.0,6.0,1.0,4.2267490653849515,Dfa,12,1.0,54.0
1137,37696,37696,194,343,86.0,8.0,6.0,1.0,1.2359807736324342,Dfa,12,1.0,54.0
1138,37705,37705,194,352,86.0,8.0,6.0,1.0,1.2359807736324342,Dfa,12,1.0,54.0
1139,37708,37708,194,359,37.0,46.0,17.0,4.0,0.6103608758679115,Dfa,12,1.0,54.0
1140,37734,37734,194,416,18.0,61.0,21.0,3.0,1.7853055619135034,Dfb,4,5.0,55.0
1141,37741,37741,194,424,86.0,8.0,6.0,1.0,2.914473182269034,Cfa,4,5.0,55.0
1142,37754,37754,194,699,47.0,29.0,24.0,4.0,4.0588998245212915,Csb,7,3.0,54.0
1143,37763,37763,194,708,37.0,40.0,23.0,4.0,4.280155642023373,Cfb,7,3.0,54.0
1144,37778,37778,194,723,35.0,33.0,32.0,7.0,3.8147554741741487,Csa,12,1.0,54.0
1145,37801,37801,194,819,20.0,40.0,40.0,9.0,4.79896238651105,Csb,5,5.0,55.0
1146,37802,37802,194,820,20.0,40.0,40.0,9.0,4.821850919356108,Csa,12,1.0,54.0
1147,37809,37809,194,827,79.0,12.0,9.0,2.0,1.9836728465705848,Csa,12,1.0,54.0
1148,37880,37880,194,1008,51.0,22.0,27.0,5.0,3.7689784084840308,BSk,10,6.0,62.2
1149,37881,37881,194,1009,65.0,18.0,17.0,2.0,3.0670634012359983,BSk,12,1.0,54.0
1150,37886,37886,194,1017,69.0,19.0,12.0,2.0,1.0528725108720778,Dsb,10,6.0,62.2
1151,37897,37897,194,1153,39.0,40.0,21.0,4.0,0.8392462043183286,BWk,10,6.0,62.2
1152,37907,37907,194,1163,37.0,44.0,19.0,4.0,1.1291676203555878,BSk,10,6.0,62.2
1153,37931,37931,194,1194,39.0,40.0,21.0,4.0,0.9613183794918996,Dwb,12,1.0,54.0
1154,37952,37952,194,1220,89.0,6.0,5.0,0.0,0.9918364232852924,Dwb,5,5.0,55.0
1155,37959,37959,195,237,86.0,8.0,6.0,1.0,3.898680094605965,Csb,10,6.0,62.2
1156,37985,37985,195,273,86.0,8.0,6.0,1.0,3.9444571602960536,Dfb,10,6.0,62.2
1157,37992,37992,195,280,20.0,40.0,40.0,9.0,0.671396963454697,BSk,10,6.0,62.2
1158,38044,38044,195,334,86.0,8.0,6.0,1.0,0.3509575036240449,Dfa,12,1.0,54.0
1159,38046,38046,195,337,37.0,46.0,17.0,4.0,2.5329976348516543,Dfa,12,1.0,54.0
1160,38056,38056,195,347,86.0,10.0,4.0,1.0,1.2512397955291592,Dfa,12,1.0,54.0
1161,38057,38057,195,348,86.0,8.0,6.0,1.0,1.2817578393225515,Dfa,12,1.0,54.0
1162,38083,38083,195,380,86.0,8.0,6.0,1.0,0.2295465527326872,Dfa,12,1.0,54.0
1163,38084,38084,195,381,86.0,8.0,6.0,1.0,0.2052507989793925,Dfa,12,1.0,54.0
1164,38115,38115,195,702,35.0,33.0,32.0,7.0,3.2883192187381103,Csb,7,3.0,54.0
1165,38118,38118,195,705,73.0,21.0,6.0,2.0,4.234378576333285,Csb,12,1.0,54.0
1166,38119,38119,195,706,73.0,21.0,6.0,2.0,2.8992141603723667,Csb,5,5.0,55.0
1167,38127,38127,195,714,35.0,33.0,32.0,7.0,2.548256656748322,Cfb,7,3.0,54.0
1168,38167,38167,195,856,26.0,63.0,11.0,3.0,1.2359807736324342,Cfb,12,1.0,54.0
