,Unnamed: 0,row,col,T_SAND,T_SILT,T_CLAY,Soil texture,Root depth,Climate type,IGBP,Root type,Vcmax25
0,0,160,213,37.0,46.0,17.0,4.0,0.9155413138018388,Cfb,1,4.0,71.1
1,1,160,214,37.0,46.0,17.0,4.0,0.9155413138018388,Cfb,1,4.0,71.1
2,2,160,215,37.0,46.0,17.0,4.0,1.953154802777192,Cfb,1,4.0,71.1
3,3,160,216,37.0,46.0,17.0,4.0,5.134660868238369,Cfc,1,4.0,71.1
4,4,160,217,26.0,63.0,11.0,3.0,1.9989318684672528,Cfc,1,4.0,71.1
5,5,160,218,26.0,63.0,11.0,3.0,2.3727779049363282,Csb,1,4.0,71.1
6,6,160,225,37.0,46.0,17.0,4.0,1.0376134889754098,Cfb,1,4.0,71.1
7,7,160,226,37.0,46.0,17.0,4.0,0.8316166933699947,Cfb,1,4.0,71.1
8,8,160,227,37.0,46.0,17.0,4.0,1.0376134889754098,Cfb,1,4.0,71.1
9,9,160,228,37.0,46.0,17.0,4.0,1.0608411111959288,Dfc,7,3.0,54.0
10,10,160,229,37.0,46.0,17.0,4.0,0.3585870145724073,Dfc,7,3.0,54.0
11,11,160,230,37.0,46.0,17.0,4.0,0.8545052262150534,Dfb,1,4.0,71.1
12,12,160,231,37.0,46.0,17.0,4.0,0.8392462043183286,Dfb,1,4.0,71.1
13,13,160,239,86.0,8.0,6.0,1.0,1.2359807736324342,Dfc,1,4.0,71.1
14,14,160,240,86.0,8.0,6.0,1.0,4.0894178683146825,Dfc,1,4.0,71.1
15,15,160,247,40.0,39.0,21.0,4.0,2.5635156786450466,Dfc,1,4.0,71.1
16,16,160,248,40.0,39.0,21.0,4.0,1.2207217517357662,Dfc,1,4.0,71.1
17,17,160,249,40.0,39.0,21.0,4.0,0.8545052262150534,Dfc,1,4.0,71.1
18,18,160,250,40.0,39.0,21.0,4.0,0.8545052262150534,Dfc,1,4.0,71.1
19,19,160,251,40.0,39.0,21.0,4.0,0.6637674525063346,Dfc,1,4.0,71.1
20,20,160,264,86.0,8.0,6.0,1.0,2.04470893415737,Dfb,10,6.0,62.2
21,21,160,265,20.0,40.0,40.0,9.0,2.166781109330941,Dfb,10,6.0,62.2
22,22,160,266,20.0,40.0,40.0,9.0,1.9836728465705848,Dfb,10,6.0,62.2
23,23,160,267,20.0,40.0,40.0,9.0,2.166781109330941,Dfb,10,6.0,62.2
24,24,160,268,20.0,40.0,40.0,9.0,2.548256656748322,Dfb,12,1.0,54.0
25,25,160,269,20.0,40.0,40.0,9.0,2.8915846494240043,Dfb,12,1.0,54.0
26,26,160,270,20.0,40.0,40.0,9.0,1.6479743648432643,BSk,12,1.0,54.0
27,27,160,271,86.0,8.0,6.0,1.0,1.70901045243005,BSk,10,6.0,62.2
28,28,160,272,86.0,8.0,6.0,1.0,1.70901045243005,BSk,10,6.0,62.2
29,29,160,273,20.0,40.0,40.0,9.0,1.4190890363927906,BSk,10,6.0,62.2
30,30,160,274,20.0,40.0,40.0,9.0,1.6708628976882949,BSk,10,6.0,62.2
31,31,160,275,20.0,40.0,40.0,9.0,1.2359807736324342,BSk,10,6.0,62.2
32,32,160,276,20.0,40.0,40.0,9.0,1.2359807736324342,BSk,10,6.0,62.2
33,33,160,277,75.0,15.0,10.0,2.0,1.2359807736324342,BSk,10,6.0,62.2
34,34,160,278,75.0,15.0,10.0,2.0,1.2359807736324342,BSk,10,6.0,62.2
35,35,160,279,20.0,40.0,40.0,9.0,1.2054627298390417,BSk,10,6.0,62.2
36,36,160,280,79.0,12.0,9.0,2.0,1.7013809414816876,Dfb,10,6.0,62.2
37,37,160,281,79.0,12.0,9.0,2.0,1.640344853894902,Dfb,10,6.0,62.2
38,38,160,282,79.0,12.0,9.0,2.0,1.1291676203555878,Dfb,10,6.0,62.2
39,39,160,283,75.0,15.0,10.0,2.0,1.4419775692378494,Dfb,10,6.0,62.2
40,40,160,284,75.0,15.0,10.0,2.0,1.7242694743267182,Dfb,10,6.0,62.2
41,41,160,285,75.0,15.0,10.0,2.0,1.1902037079423735,Dfb,14,1.0,62.2
42,42,160,286,75.0,15.0,10.0,2.0,1.1902037079423735,Dfb,14,1.0,62.2
43,43,160,287,75.0,15.0,10.0,2.0,1.2054627298390417,Dfb,14,1.0,62.2
44,44,160,288,75.0,15.0,10.0,2.0,1.1902037079423735,Dfb,14,1.0,62.2
45,45,160,289,79.0,12.0,9.0,2.0,1.2207217517357662,Dfb,10,6.0,62.2
46,46,160,290,86.0,8.0,6.0,1.0,1.2359807736324342,BSk,10,6.0,62.2
47,47,160,291,86.0,8.0,6.0,1.0,1.0986495765621953,BSk,14,1.0,62.2
48,48,160,292,86.0,8.0,6.0,1.0,1.2512397955291592,Dfb,14,1.0,62.2
49,49,160,293,86.0,8.0,6.0,1.0,0.6408789196613043,Dfb,14,1.0,62.2
50,50,160,294,86.0,8.0,6.0,1.0,1.2359807736324342,Dfb,14,1.0,62.2
51,51,160,295,18.0,61.0,21.0,3.0,0.8545052262150534,Dfb,12,1.0,54.0
52,52,160,296,18.0,61.0,21.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
53,53,160,297,41.0,36.0,23.0,4.0,1.2054627298390417,Dfb,14,1.0,62.2
54,54,160,298,80.0,12.0,8.0,1.0,1.2207217517357662,Dfb,14,1.0,62.2
55,55,160,299,18.0,61.0,21.0,3.0,1.2207217517357662,Dfb,12,1.0,54.0
56,56,160,300,24.0,58.0,18.0,3.0,1.2512397955291592,Dfb,12,1.0,54.0
57,57,160,301,24.0,58.0,18.0,3.0,1.1596856641489808,Dfb,12,1.0,54.0
58,58,160,302,86.0,8.0,6.0,1.0,0.6297059247391601,Dfb,12,1.0,54.0
59,59,160,303,86.0,8.0,6.0,1.0,0.4766409806465253,Dfb,12,1.0,54.0
60,60,160,304,24.0,58.0,18.0,3.0,0.4744538541746643,Dfb,12,1.0,54.0
61,61,160,305,24.0,58.0,18.0,3.0,0.4110610954282799,Dfb,12,1.0,54.0
62,62,160,306,24.0,58.0,18.0,3.0,0.9369887168010796,Dfb,12,1.0,54.0
63,63,160,307,86.0,8.0,6.0,1.0,0.6256198977645795,Dfb,12,1.0,54.0
64,64,160,308,86.0,8.0,6.0,1.0,0.8392462043183286,Dfb,12,1.0,54.0
65,65,160,309,86.0,8.0,6.0,1.0,1.2664988174258272,Dfb,12,1.0,54.0
66,66,160,310,20.0,40.0,40.0,9.0,1.0986495765621953,Dfb,12,1.0,54.0
67,67,160,311,20.0,40.0,40.0,9.0,0.3662165255207697,Dfb,12,1.0,54.0
68,68,160,312,20.0,40.0,40.0,9.0,1.084272187041745,Dfb,12,1.0,54.0
69,69,160,313,20.0,40.0,40.0,9.0,0.6206352839450142,Dfb,12,1.0,54.0
70,70,160,314,20.0,40.0,40.0,9.0,0.3356984817273769,Dfb,12,1.0,54.0
71,71,160,315,20.0,40.0,40.0,9.0,0.9422446021210524,Dfb,12,1.0,54.0
72,72,160,316,37.0,46.0,17.0,4.0,0.7983689801039794,Dfb,12,1.0,54.0
73,73,160,317,86.0,8.0,6.0,1.0,1.432042250536231,Dfb,12,1.0,54.0
74,74,160,318,86.0,8.0,6.0,1.0,0.6561379415579722,Dfb,12,1.0,54.0
75,75,160,319,86.0,8.0,6.0,1.0,1.2734331951544575,Dfb,12,1.0,54.0
76,76,160,320,86.0,8.0,6.0,1.0,1.3580868577435752,Dfb,12,1.0,54.0
77,77,160,321,86.0,8.0,6.0,1.0,0.5999677865093788,Dfb,12,1.0,54.0
78,78,160,322,86.0,8.0,6.0,1.0,0.6414384171308448,Dfb,12,1.0,54.0
79,79,160,323,86.0,8.0,6.0,1.0,0.3204394598306521,Dfb,12,1.0,54.0
80,80,160,324,86.0,8.0,6.0,1.0,1.4105270296618893,Dfb,12,1.0,54.0
81,81,160,325,86.0,8.0,6.0,1.0,1.0359010876292194,Dfb,12,1.0,54.0
82,82,160,326,86.0,8.0,6.0,1.0,0.9404813373685442,Dfb,12,1.0,54.0
83,83,160,327,86.0,8.0,6.0,1.0,0.3923264074328899,Dfb,12,1.0,54.0
84,84,160,328,86.0,8.0,6.0,1.0,0.1884150114867045,Dfb,12,1.0,54.0
85,85,160,329,86.0,8.0,6.0,1.0,0.4645524444105856,Dfb,12,1.0,54.0
86,86,160,330,86.0,8.0,6.0,1.0,0.5533429973805857,Dfb,12,1.0,54.0
87,87,160,331,86.0,8.0,6.0,1.0,0.350245415935557,Dfb,12,1.0,54.0
88,88,160,332,86.0,8.0,6.0,1.0,0.4162491628731543,Dfb,12,1.0,54.0
89,89,160,333,86.0,8.0,6.0,1.0,0.4043471257937309,Dfb,12,1.0,54.0
90,90,160,334,,,,4.0,0.6459991692310775,Dfb,12,1.0,54.0
91,91,160,335,86.0,8.0,6.0,1.0,0.5702126938108196,Dfb,5,5.0,55.0
92,92,160,336,86.0,8.0,6.0,1.0,0.3204394598306521,Dfb,5,5.0,55.0
93,93,160,337,86.0,8.0,6.0,1.0,0.7663589430584641,Dfb,5,5.0,55.0
94,94,160,338,37.0,46.0,17.0,4.0,0.5863194391462211,Dfb,1,4.0,71.1
95,95,160,339,37.0,46.0,17.0,4.0,0.4815577765910148,Dfb,1,4.0,71.1
96,96,160,340,86.0,8.0,6.0,1.0,0.6698541067962467,Dfb,1,4.0,71.1
97,97,160,343,86.0,8.0,6.0,1.0,0.4152318947467073,Dfb,1,4.0,71.1
98,98,160,344,86.0,8.0,6.0,1.0,0.3657078914575418,Dfb,1,4.0,71.1
99,99,160,345,86.0,8.0,6.0,1.0,0.3884946974899423,Dfb,1,4.0,71.1
100,100,160,346,32.0,49.0,19.0,4.0,0.7024745047176288,Dfb,1,4.0,71.1
101,101,160,347,32.0,49.0,19.0,4.0,0.3509575036240449,Dfb,5,5.0,55.0
102,102,160,348,32.0,49.0,19.0,4.0,0.3356984817273769,Dfb,5,5.0,55.0
103,103,160,349,86.0,8.0,6.0,1.0,0.6642930410383415,Dfb,1,4.0,71.1
104,104,160,353,86.0,8.0,6.0,1.0,0.8660851283877643,Dfb,1,4.0,71.1
105,105,160,354,86.0,8.0,6.0,1.0,0.4787094258369663,Dfb,1,4.0,71.1
106,106,160,355,42.0,34.0,24.0,4.0,0.6444732670414123,Dfb,1,4.0,71.1
107,107,160,357,86.0,8.0,6.0,1.0,0.5544619923196777,Dfc,1,4.0,71.1
108,108,160,358,86.0,8.0,6.0,1.0,0.6360299415919058,Dfc,1,4.0,71.1
109,109,160,359,86.0,8.0,6.0,1.0,0.6450497189797312,Dfc,1,4.0,71.1
110,110,160,360,86.0,8.0,6.0,1.0,0.6362164407484215,Dfc,1,4.0,71.1
111,111,160,361,86.0,8.0,6.0,1.0,1.0181667132915038,Dfc,5,5.0,55.0
112,112,160,362,86.0,8.0,6.0,1.0,0.3662165255207697,Dfc,5,5.0,55.0
113,113,160,363,40.0,39.0,21.0,4.0,0.5798428320745188,Dfc,5,5.0,55.0
114,114,160,369,86.0,8.0,6.0,1.0,0.7972669396336619,Dfc,1,4.0,71.1
115,115,160,370,86.0,8.0,6.0,1.0,0.31280994888231817,Dfc,1,4.0,71.1
116,116,160,371,86.0,8.0,6.0,1.0,1.1879487635954116,Dfc,1,4.0,71.1
117,117,160,372,86.0,8.0,6.0,1.0,0.6561209870892224,Dfc,1,4.0,71.1
118,118,160,373,86.0,8.0,6.0,1.0,0.7029322753745315,Dfc,1,4.0,71.1
119,119,160,374,86.0,8.0,6.0,1.0,0.8039978637369831,Dfc,5,5.0,55.0
120,120,160,375,40.0,39.0,21.0,4.0,0.3814755474174376,Dfc,5,5.0,55.0
121,121,160,376,40.0,39.0,21.0,4.0,0.3433279926757109,Dfc,1,4.0,71.1
122,122,160,377,86.0,8.0,6.0,1.0,0.9571136712359444,Dfc,1,4.0,71.1
123,123,160,383,86.0,8.0,6.0,1.0,0.9091664335427674,Dfc,5,5.0,55.0
124,124,160,384,75.0,15.0,10.0,2.0,0.4856946669718951,Dfc,5,5.0,55.0
125,125,160,385,75.0,15.0,10.0,2.0,0.3041462153387569,Dfc,5,5.0,55.0
126,126,160,386,75.0,15.0,10.0,2.0,0.21511829980592154,Dfb,5,5.0,55.0
127,127,160,387,75.0,15.0,10.0,2.0,0.2636080804998675,Dfb,1,4.0,71.1
128,128,160,388,75.0,15.0,10.0,2.0,0.2734416723888489,Dfb,5,5.0,55.0
129,129,160,389,75.0,15.0,10.0,2.0,0.2924984952909443,Dfb,1,4.0,71.1
130,130,160,390,75.0,15.0,10.0,2.0,0.27022032332176743,Dfb,1,4.0,71.1
131,131,160,391,75.0,15.0,10.0,2.0,0.1877537872045124,Dfb,1,4.0,71.1
132,132,160,392,75.0,15.0,10.0,2.0,0.3091816925646645,Dfb,1,4.0,71.1
133,133,160,393,40.0,39.0,21.0,4.0,0.3804243703534616,Dfb,1,4.0,71.1
134,134,160,394,40.0,39.0,21.0,4.0,0.28615752396942706,Dfb,1,4.0,71.1
135,135,160,395,86.0,8.0,6.0,1.0,0.21917041784293184,Dfb,1,4.0,71.1
136,136,160,396,86.0,8.0,6.0,1.0,0.1852784347634932,Dfc,1,4.0,71.1
137,137,160,397,86.0,8.0,6.0,1.0,0.17742851572108248,Dfc,1,4.0,71.1
138,138,160,398,86.0,8.0,6.0,1.0,0.17903919025462206,Dfc,1,4.0,71.1
139,139,160,399,86.0,8.0,6.0,1.0,0.1806837737257116,Dfc,1,4.0,71.1
140,140,160,400,86.0,8.0,6.0,1.0,0.17629256631321716,Dfc,1,4.0,71.1
141,141,160,401,86.0,8.0,6.0,1.0,0.16488220882824306,Dfc,1,4.0,71.1
142,142,160,402,86.0,8.0,6.0,1.0,0.3234404008036926,Dfc,1,4.0,71.1
143,143,160,403,86.0,8.0,6.0,1.0,0.3347659859447956,Dfc,1,4.0,71.1
144,144,160,404,86.0,8.0,6.0,1.0,0.2193908259369977,Dfc,1,4.0,71.1
145,145,160,405,86.0,8.0,6.0,1.0,0.19765519696859213,Dfc,1,4.0,71.1
146,146,160,406,86.0,8.0,6.0,1.0,0.18032772988145307,Dfc,1,4.0,71.1
147,147,160,407,86.0,8.0,6.0,1.0,0.1715792239940171,Dfc,1,4.0,71.1
148,148,160,414,75.0,15.0,10.0,2.0,0.5373718877953768,Dfc,1,4.0,71.1
149,149,160,415,75.0,15.0,10.0,2.0,0.34900773971504595,Dfc,1,4.0,71.1
150,150,160,416,75.0,15.0,10.0,2.0,0.19265362868023236,Dfc,1,4.0,71.1
151,151,160,417,75.0,15.0,10.0,2.0,0.22446021210045686,Dfc,1,4.0,71.1
152,152,160,418,75.0,15.0,10.0,2.0,0.21925519018680656,Dfc,1,4.0,71.1
153,153,160,419,75.0,15.0,10.0,2.0,0.2372099726185856,Dfc,1,4.0,71.1
154,154,160,420,75.0,15.0,10.0,2.0,0.15996541288375335,Dfc,1,4.0,71.1
155,155,160,421,75.0,15.0,10.0,2.0,0.19109381755301325,Dfc,1,4.0,71.1
156,156,160,424,86.0,8.0,6.0,1.0,0.27876537558391873,Dfc,1,4.0,71.1
157,157,160,425,86.0,8.0,6.0,1.0,0.3065028864983585,Dfc,1,4.0,71.1
158,158,160,426,86.0,8.0,6.0,1.0,0.2970592473911807,Dfc,1,4.0,71.1
159,159,160,427,86.0,8.0,6.0,1.0,0.2657782525029555,Dfc,1,4.0,71.1
160,160,160,428,86.0,8.0,6.0,1.0,0.2685248764443597,Dfc,1,4.0,71.1
161,161,160,429,86.0,8.0,6.0,1.0,0.3662165255207697,Dfc,5,5.0,55.0
162,162,160,430,86.0,8.0,6.0,1.0,0.3051804379339842,Dfc,1,4.0,71.1
163,163,160,431,86.0,8.0,6.0,1.0,0.3380551528869737,Dfc,1,4.0,71.1
164,164,160,432,86.0,8.0,6.0,1.0,0.4431898137552108,Dfc,1,4.0,71.1
165,165,160,433,37.0,46.0,17.0,4.0,0.3814755474174376,Dfc,1,4.0,71.1
166,166,160,434,86.0,8.0,6.0,1.0,0.38325576663874106,Dfc,1,4.0,71.1
167,167,160,435,86.0,8.0,6.0,1.0,0.3814755474174376,Dfc,5,5.0,55.0
168,168,160,436,86.0,8.0,6.0,1.0,0.5931181811246368,Dfc,5,5.0,55.0
169,169,160,437,86.0,8.0,6.0,1.0,0.5601247848902242,Dfc,1,4.0,71.1
170,170,160,438,86.0,8.0,6.0,1.0,0.2368878377118736,Dfc,1,4.0,71.1
171,171,160,439,86.0,8.0,6.0,1.0,0.271085001229246,Dfc,1,4.0,71.1
172,172,160,440,86.0,8.0,6.0,1.0,0.21828878546667854,Dfc,1,4.0,71.1
173,173,160,441,86.0,8.0,6.0,1.0,0.3427345862686231,Dfc,1,4.0,71.1
174,174,160,442,86.0,8.0,6.0,1.0,0.5046328085925712,Dfc,10,6.0,62.2
175,175,160,445,86.0,8.0,6.0,1.0,0.4861863465663437,Dfc,5,5.0,55.0
176,176,160,446,86.0,8.0,6.0,1.0,0.3356984817273769,Dfc,1,4.0,71.1
177,177,160,447,86.0,8.0,6.0,1.0,0.3662165255207697,Dfc,5,5.0,55.0
178,178,160,448,86.0,8.0,6.0,1.0,0.3214397734883411,Dfc,1,4.0,71.1
179,179,160,449,86.0,8.0,6.0,1.0,0.3342912608191138,Dfc,1,4.0,71.1
180,180,160,450,86.0,8.0,6.0,1.0,0.3509575036240449,Dfc,5,5.0,55.0
181,181,161,215,37.0,46.0,17.0,4.0,1.1673151750973148,Cfb,1,4.0,71.1
182,182,161,216,37.0,46.0,17.0,4.0,2.555886167696684,Cfc,1,4.0,71.1
183,183,161,217,37.0,46.0,17.0,4.0,2.3346303501945727,Cfc,1,4.0,71.1
184,184,161,218,26.0,63.0,11.0,3.0,1.2359807736324342,Csb,1,4.0,71.1
185,185,161,219,26.0,63.0,11.0,3.0,1.9836728465705848,Csb,1,4.0,71.1
186,186,161,227,37.0,46.0,17.0,4.0,1.2359807736324342,Cfb,1,4.0,71.1
187,187,161,228,37.0,46.0,17.0,4.0,1.2207217517357662,Dfc,1,4.0,71.1
188,188,161,229,37.0,46.0,17.0,4.0,1.213092240787404,Dfc,1,4.0,71.1
189,189,161,230,37.0,46.0,17.0,4.0,1.20546272983907,Dfb,1,4.0,71.1
190,190,161,231,37.0,46.0,17.0,4.0,0.8545052262150534,Dfb,1,4.0,71.1
191,191,161,232,37.0,46.0,17.0,4.0,1.1902037079423735,Dsb,1,4.0,71.1
192,192,161,233,37.0,46.0,17.0,4.0,2.2583352407111192,Dsb,1,4.0,71.1
193,193,161,240,86.0,8.0,6.0,1.0,3.4943160143434966,Dfc,1,4.0,71.1
194,194,161,241,42.0,34.0,24.0,4.0,2.792401007095464,Dfc,1,4.0,71.1
195,195,161,242,20.0,40.0,40.0,9.0,3.692683299000578,Dfc,1,4.0,71.1
196,196,161,247,,,,4.0,1.2359807736324342,Dfc,1,4.0,71.1
197,197,161,248,40.0,39.0,21.0,4.0,1.2207217517357662,Dfc,1,4.0,71.1
198,198,161,250,,,,4.0,1.2359807736324342,Dfc,1,4.0,71.1
199,199,161,251,40.0,39.0,21.0,4.0,0.671396963454697,Dfc,1,4.0,71.1
200,200,161,263,40.0,39.0,21.0,4.0,2.914473182269034,Dfc,10,6.0,62.2
201,201,161,264,40.0,39.0,21.0,4.0,2.2583352407111192,Dfb,10,6.0,62.2
202,202,161,265,20.0,40.0,40.0,9.0,1.9989318684672808,Dfb,10,6.0,62.2
203,203,161,266,20.0,40.0,40.0,9.0,2.166781109330941,Dfb,10,6.0,62.2
204,204,161,267,20.0,40.0,40.0,9.0,2.8992141603723667,Dfb,10,6.0,62.2
205,205,161,268,20.0,40.0,40.0,9.0,1.8921187151904064,Dfb,10,6.0,62.2
206,206,161,269,20.0,40.0,40.0,9.0,2.1820401312276094,Dfb,12,1.0,54.0
207,207,161,270,20.0,40.0,40.0,9.0,2.5329976348516543,BSk,12,1.0,54.0
208,208,161,271,20.0,40.0,40.0,9.0,1.6479743648432643,BSk,12,1.0,54.0
209,209,161,272,20.0,40.0,40.0,9.0,1.4190890363927906,BSk,10,6.0,62.2
210,210,161,273,20.0,40.0,40.0,9.0,1.6327153429465395,BSk,10,6.0,62.2
211,211,161,274,20.0,40.0,40.0,9.0,1.4038300144961229,BSk,10,6.0,62.2
212,212,161,275,20.0,40.0,40.0,9.0,1.2359807736324342,BSk,10,6.0,62.2
213,213,161,276,75.0,15.0,10.0,2.0,1.2359807736324342,BSk,10,6.0,62.2
214,214,161,277,75.0,15.0,10.0,2.0,1.2359807736324342,BSk,10,6.0,62.2
215,215,161,278,86.0,8.0,6.0,1.0,1.388570992599398,BSk,10,6.0,62.2
216,216,161,279,86.0,8.0,6.0,1.0,1.1902037079423735,BSk,10,6.0,62.2
217,217,161,280,86.0,8.0,6.0,1.0,1.022354467078685,Dfb,10,6.0,62.2
218,218,161,281,75.0,15.0,10.0,2.0,1.136797131303922,Dfb,10,6.0,62.2
219,219,161,282,20.0,40.0,40.0,9.0,1.6327153429465395,Dfb,10,6.0,62.2
220,220,161,283,75.0,15.0,10.0,2.0,1.5716792553597827,Dfb,10,6.0,62.2
221,221,161,284,20.0,40.0,40.0,9.0,1.2817578393225515,Dfb,10,6.0,62.2
222,222,161,285,20.0,40.0,40.0,9.0,1.1673151750973148,Dfb,14,1.0,62.2
223,223,161,286,20.0,40.0,40.0,9.0,1.2054627298390417,Dfb,10,6.0,62.2
224,224,161,287,20.0,40.0,40.0,9.0,1.1902037079423735,Dfb,10,6.0,62.2
225,225,161,288,18.0,61.0,21.0,3.0,1.1749446860456487,Dfb,10,6.0,62.2
226,226,161,289,18.0,61.0,21.0,3.0,1.0681315327688026,Dfb,10,6.0,62.2
227,227,161,290,18.0,61.0,21.0,3.0,1.2207217517357662,BSk,10,6.0,62.2
228,228,161,291,18.0,61.0,21.0,3.0,1.0833905546654703,BSk,14,1.0,62.2
229,229,161,292,18.0,61.0,21.0,3.0,1.014724956130351,Dfb,10,6.0,62.2
230,230,161,293,18.0,61.0,21.0,3.0,0.6561379415579722,Dfb,14,1.0,62.2
231,231,161,294,18.0,61.0,21.0,3.0,1.1673151750973148,Dfb,14,1.0,62.2
232,232,161,295,18.0,61.0,21.0,3.0,1.2436102845807966,Dfb,14,1.0,62.2
233,233,161,296,18.0,61.0,21.0,3.0,1.2817578393225515,Dfb,14,1.0,62.2
234,234,161,297,41.0,36.0,23.0,4.0,1.3275349050126124,Dfb,14,1.0,62.2
235,235,161,298,18.0,61.0,21.0,3.0,1.2207217517357662,Dfb,14,1.0,62.2
236,236,161,299,18.0,61.0,21.0,3.0,1.2207217517357662,Dfb,14,1.0,62.2
237,237,161,300,18.0,61.0,21.0,3.0,1.2207217517357662,Dfb,12,1.0,54.0
238,238,161,301,24.0,58.0,18.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
239,239,161,302,24.0,58.0,18.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
240,240,161,303,24.0,58.0,18.0,3.0,0.4425116350042231,Dfb,12,1.0,54.0
241,241,161,304,24.0,58.0,18.0,3.0,0.5874723430228528,Dfb,12,1.0,54.0
242,242,161,305,24.0,58.0,18.0,3.0,1.2359807736324342,Dfb,12,1.0,54.0
243,243,161,306,86.0,8.0,6.0,1.0,0.4635690852216888,Dfb,12,1.0,54.0
244,244,161,307,86.0,8.0,6.0,1.0,0.4059408458584988,Dfb,12,1.0,54.0
245,245,161,308,86.0,8.0,6.0,1.0,0.5688393818401192,Dfb,12,1.0,54.0
246,246,161,309,86.0,8.0,6.0,1.0,0.9837830506176152,Dfb,12,1.0,54.0
247,247,161,310,20.0,40.0,40.0,9.0,1.4736654713766633,Dfb,12,1.0,54.0
248,248,161,311,20.0,40.0,40.0,9.0,0.5264362554360673,Dfb,12,1.0,54.0
249,249,161,312,20.0,40.0,40.0,9.0,0.4577706569009479,Dfb,12,1.0,54.0
250,250,161,313,20.0,40.0,40.0,9.0,0.6254503530768611,Dfb,12,1.0,54.0
251,251,161,314,20.0,40.0,40.0,9.0,0.4919847748870914,Dfb,12,1.0,54.0
252,252,161,315,20.0,40.0,40.0,9.0,0.5345235370413262,Dfb,12,1.0,54.0
253,253,161,316,86.0,8.0,6.0,1.0,0.2356162525538209,Dfb,12,1.0,54.0
254,254,161,317,86.0,8.0,6.0,1.0,0.3247628493680732,Dfb,12,1.0,54.0
255,255,161,318,86.0,8.0,6.0,1.0,0.9357849495181152,Dfb,12,1.0,54.0
256,256,161,319,86.0,8.0,6.0,1.0,1.385247916719695,Dfb,12,1.0,54.0
257,257,161,320,86.0,8.0,6.0,1.0,1.4930613836542412,Dfb,12,1.0,54.0
258,258,161,321,86.0,8.0,6.0,1.0,0.3662165255207697,Dfb,12,1.0,54.0
259,259,161,322,86.0,8.0,6.0,1.0,1.000500156828882,Dfb,12,1.0,54.0
260,260,161,323,86.0,8.0,6.0,1.0,0.3814755474174376,Dfb,12,1.0,54.0
261,261,161,324,86.0,8.0,6.0,1.0,1.2207217517357662,Dfb,12,1.0,54.0
262,262,161,325,86.0,8.0,6.0,1.0,1.007095445182017,Dfb,12,1.0,54.0
263,263,161,326,86.0,8.0,6.0,1.0,0.7108669667608136,Dfb,12,1.0,54.0
264,264,161,327,86.0,8.0,6.0,1.0,0.271271500385768,Dfb,12,1.0,54.0
265,265,161,328,86.0,8.0,6.0,1.0,0.18922882598786248,Dfb,12,1.0,54.0
266,266,161,329,86.0,8.0,6.0,1.0,0.19136508905339927,Dfb,12,1.0,54.0
267,267,161,330,86.0,8.0,6.0,1.0,0.2408043199986956,Dfb,12,1.0,54.0
268,268,161,331,86.0,8.0,6.0,1.0,0.7126641404508686,Dfb,12,1.0,54.0
269,269,161,332,86.0,8.0,6.0,1.0,0.21786492374732808,Dfb,12,1.0,54.0
270,270,161,333,18.0,61.0,21.0,3.0,0.4736569941422805,Dfb,12,1.0,54.0
271,271,161,334,86.0,8.0,6.0,1.0,0.5010554156812372,Dfb,12,1.0,54.0
272,272,161,335,86.0,8.0,6.0,1.0,0.5665335740868374,Dfb,5,5.0,55.0
273,273,161,336,,,,4.0,0.6019005959496248,Dfb,5,5.0,55.0
274,274,161,337,86.0,8.0,6.0,1.0,0.3443961242084877,Dfb,5,5.0,55.0
275,275,161,338,86.0,8.0,6.0,1.0,0.4477166569178965,Dfb,1,4.0,71.1
276,276,161,344,86.0,8.0,6.0,1.0,0.6429982282580633,Dfb,1,4.0,71.1
277,277,161,345,86.0,8.0,6.0,1.0,0.5136356315116255,Dfb,1,4.0,71.1
278,278,161,346,86.0,8.0,6.0,1.0,0.8560480828734919,Dfb,1,4.0,71.1
279,279,161,350,32.0,49.0,19.0,4.0,0.8264964438002231,Dfb,1,4.0,71.1
280,280,161,351,86.0,8.0,6.0,1.0,0.7065435772234151,Dfb,1,4.0,71.1
281,281,161,352,86.0,8.0,6.0,1.0,0.6075803429889544,Dfb,1,4.0,71.1
282,282,161,353,86.0,8.0,6.0,1.0,0.651492417113892,Dfb,1,4.0,71.1
283,283,161,354,86.0,8.0,6.0,1.0,0.7725812330985637,Dfb,1,4.0,71.1
284,284,161,355,86.0,8.0,6.0,1.0,0.7622898705526818,Dfb,1,4.0,71.1
285,285,161,356,86.0,8.0,6.0,1.0,0.6825360494392825,Dfc,1,4.0,71.1
286,286,161,357,86.0,8.0,6.0,1.0,0.5333197697583651,Dfc,1,4.0,71.1
287,287,161,358,86.0,8.0,6.0,1.0,0.4125530886804009,Dfc,1,4.0,71.1
288,288,161,359,86.0,8.0,6.0,1.0,0.683112501377601,Dfc,1,4.0,71.1
289,289,161,360,86.0,8.0,6.0,1.0,0.8342446360299899,Dfc,5,5.0,55.0
290,290,161,361,86.0,8.0,6.0,1.0,0.8781736646237012,Dfc,1,4.0,71.1
291,291,161,362,86.0,8.0,6.0,1.0,0.3891050583658,Dfc,1,4.0,71.1
